[2022-06-21 13:43:13,066][run.py][line:117][INFO] start training on GPU 0!
[2022-06-21 13:43:13,067][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=1e-05, dropout=0.2, batch_size=8, epochs=70, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-21 13:44:31,422][run.py][line:158][INFO] Epoch: 1, train_loss: 0.3924, train_acc: 89.59, train_micro_fscore: 60.31, train_macro_fscore: 29.19, valid_loss: 0.327, valid_acc: 90.93, valid_micro_fscore: 56.13, valid_macro_fscore: 28.0, test_loss: 1.9251, test_acc: 18.93, test_micro_fscore: 4.91, test_macro_fscore: 9.01, time: 60.65 sec
[2022-06-21 13:45:31,686][run.py][line:158][INFO] Epoch: 2, train_loss: 0.1867, train_acc: 93.7, train_micro_fscore: 76.56, train_macro_fscore: 34.49, valid_loss: 0.3081, valid_acc: 90.88, valid_micro_fscore: 56.8, valid_macro_fscore: 28.89, test_loss: 1.8536, test_acc: 18.19, test_micro_fscore: 3.47, test_macro_fscore: 11.33, time: 60.26 sec
[2022-06-21 13:46:50,132][run.py][line:158][INFO] Epoch: 3, train_loss: 0.1682, train_acc: 94.18, train_micro_fscore: 79.29, train_macro_fscore: 43.99, valid_loss: 0.3102, valid_acc: 90.49, valid_micro_fscore: 59.78, valid_macro_fscore: 40.05, test_loss: 1.8022, test_acc: 19.24, test_micro_fscore: 6.09, test_macro_fscore: 14.85, time: 78.45 sec
[2022-06-21 13:48:11,156][run.py][line:158][INFO] Epoch: 4, train_loss: 0.1536, train_acc: 94.93, train_micro_fscore: 83.11, train_macro_fscore: 55.88, valid_loss: 0.2869, valid_acc: 90.92, valid_micro_fscore: 61.13, valid_macro_fscore: 43.05, test_loss: 1.6942, test_acc: 35.02, test_micro_fscore: 26.65, test_macro_fscore: 20.25, time: 81.02 sec
[2022-06-21 13:49:14,859][run.py][line:158][INFO] Epoch: 5, train_loss: 0.1479, train_acc: 95.03, train_micro_fscore: 83.52, train_macro_fscore: 57.19, valid_loss: 0.3034, valid_acc: 91.18, valid_micro_fscore: 61.15, valid_macro_fscore: 42.32, test_loss: 1.6854, test_acc: 35.39, test_micro_fscore: 26.85, test_macro_fscore: 20.51, time: 63.7 sec
[2022-06-21 13:50:27,868][run.py][line:158][INFO] Epoch: 6, train_loss: 0.1445, train_acc: 95.13, train_micro_fscore: 83.97, train_macro_fscore: 58.76, valid_loss: 0.2857, valid_acc: 91.09, valid_micro_fscore: 61.01, valid_macro_fscore: 42.97, test_loss: 1.6268, test_acc: 36.5, test_micro_fscore: 28.25, test_macro_fscore: 20.24, time: 73.01 sec
[2022-06-21 13:51:44,651][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1434, train_acc: 95.22, train_micro_fscore: 84.41, train_macro_fscore: 62.29, valid_loss: 0.2887, valid_acc: 91.3, valid_micro_fscore: 61.02, valid_macro_fscore: 43.33, test_loss: 1.5778, test_acc: 37.73, test_micro_fscore: 29.86, test_macro_fscore: 20.46, time: 76.78 sec
[2022-06-21 13:52:47,397][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1404, train_acc: 95.26, train_micro_fscore: 84.6, train_macro_fscore: 63.86, valid_loss: 0.2846, valid_acc: 90.92, valid_micro_fscore: 61.46, valid_macro_fscore: 43.82, test_loss: 1.5184, test_acc: 37.18, test_micro_fscore: 29.43, test_macro_fscore: 20.1, time: 62.74 sec
[2022-06-21 13:53:52,642][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1393, train_acc: 95.29, train_micro_fscore: 84.75, train_macro_fscore: 64.72, valid_loss: 0.2953, valid_acc: 90.99, valid_micro_fscore: 61.46, valid_macro_fscore: 43.66, test_loss: 1.5073, test_acc: 37.79, test_micro_fscore: 30.42, test_macro_fscore: 20.38, time: 65.24 sec
[2022-06-21 13:54:59,796][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1383, train_acc: 95.37, train_micro_fscore: 84.96, train_macro_fscore: 65.43, valid_loss: 0.2829, valid_acc: 91.24, valid_micro_fscore: 61.53, valid_macro_fscore: 43.63, test_loss: 1.4899, test_acc: 38.1, test_micro_fscore: 31.27, test_macro_fscore: 20.84, time: 67.15 sec
[2022-06-21 13:56:11,517][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1366, train_acc: 95.36, train_micro_fscore: 84.99, train_macro_fscore: 66.08, valid_loss: 0.2847, valid_acc: 91.45, valid_micro_fscore: 61.0, valid_macro_fscore: 42.34, test_loss: 1.4639, test_acc: 38.53, test_micro_fscore: 31.45, test_macro_fscore: 24.68, time: 71.72 sec
