[2022-06-22 17:18:09,191][run.py][line:117][INFO] start training on GPU 0!
[2022-06-22 17:18:09,192][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=7e-05, dropout=0.8, batch_size=16, epochs=30, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-22 17:19:09,348][run.py][line:158][INFO] Epoch: 1, train_loss: 0.307, train_acc: 91.03, train_micro_fscore: 66.89, train_macro_fscore: 30.95, valid_loss: 0.3378, valid_acc: 91.08, valid_micro_fscore: 56.84, valid_macro_fscore: 28.8, test_loss: 1.852, test_acc: 19.85, test_micro_fscore: 3.61, test_macro_fscore: 9.34, time: 34.19 sec
[2022-06-22 17:19:59,270][run.py][line:158][INFO] Epoch: 2, train_loss: 0.1903, train_acc: 93.86, train_micro_fscore: 78.16, train_macro_fscore: 40.12, valid_loss: 0.3134, valid_acc: 91.23, valid_micro_fscore: 60.21, valid_macro_fscore: 40.19, test_loss: 1.8304, test_acc: 27.19, test_micro_fscore: 14.65, test_macro_fscore: 16.64, time: 49.92 sec
[2022-06-22 17:20:40,248][run.py][line:158][INFO] Epoch: 3, train_loss: 0.1732, train_acc: 94.59, train_micro_fscore: 81.72, train_macro_fscore: 53.46, valid_loss: 0.3238, valid_acc: 90.69, valid_micro_fscore: 60.63, valid_macro_fscore: 42.8, test_loss: 1.6293, test_acc: 37.67, test_micro_fscore: 29.64, test_macro_fscore: 23.94, time: 40.98 sec
[2022-06-22 17:21:17,154][run.py][line:158][INFO] Epoch: 4, train_loss: 0.1652, train_acc: 94.83, train_micro_fscore: 82.96, train_macro_fscore: 56.4, valid_loss: 0.2882, valid_acc: 90.52, valid_micro_fscore: 61.08, valid_macro_fscore: 44.05, test_loss: 1.5536, test_acc: 37.24, test_micro_fscore: 29.56, test_macro_fscore: 24.14, time: 36.91 sec
[2022-06-22 17:22:08,138][run.py][line:158][INFO] Epoch: 5, train_loss: 0.1601, train_acc: 94.99, train_micro_fscore: 83.6, train_macro_fscore: 58.62, valid_loss: 0.297, valid_acc: 91.08, valid_micro_fscore: 61.51, valid_macro_fscore: 43.74, test_loss: 1.5248, test_acc: 38.29, test_micro_fscore: 29.84, test_macro_fscore: 24.58, time: 50.98 sec
[2022-06-22 17:23:04,112][run.py][line:158][INFO] Epoch: 6, train_loss: 0.1559, train_acc: 95.03, train_micro_fscore: 83.78, train_macro_fscore: 60.17, valid_loss: 0.2918, valid_acc: 91.05, valid_micro_fscore: 61.18, valid_macro_fscore: 43.67, test_loss: 1.5787, test_acc: 38.96, test_micro_fscore: 29.67, test_macro_fscore: 24.26, time: 55.97 sec
[2022-06-22 17:23:38,832][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1556, train_acc: 95.06, train_micro_fscore: 83.99, train_macro_fscore: 61.66, valid_loss: 0.2922, valid_acc: 91.21, valid_micro_fscore: 60.97, valid_macro_fscore: 43.54, test_loss: 1.4545, test_acc: 40.51, test_micro_fscore: 31.27, test_macro_fscore: 28.38, time: 34.72 sec
[2022-06-22 17:23:59,213][run.py][line:158][INFO] Epoch: 8, train_loss: 0.152, train_acc: 95.16, train_micro_fscore: 84.26, train_macro_fscore: 62.86, valid_loss: 0.2892, valid_acc: 90.71, valid_micro_fscore: 60.99, valid_macro_fscore: 43.91, test_loss: 1.3832, test_acc: 45.01, test_micro_fscore: 38.97, test_macro_fscore: 32.51, time: 20.38 sec
[2022-06-22 17:24:33,113][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1516, train_acc: 95.19, train_micro_fscore: 84.45, train_macro_fscore: 64.82, valid_loss: 0.3036, valid_acc: 91.04, valid_micro_fscore: 61.59, valid_macro_fscore: 44.52, test_loss: 1.4104, test_acc: 46.92, test_micro_fscore: 41.05, test_macro_fscore: 32.98, time: 33.9 sec
[2022-06-22 17:25:11,457][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1491, train_acc: 95.26, train_micro_fscore: 84.7, train_macro_fscore: 65.92, valid_loss: 0.2843, valid_acc: 91.24, valid_micro_fscore: 61.68, valid_macro_fscore: 44.12, test_loss: 1.3645, test_acc: 51.17, test_micro_fscore: 46.11, test_macro_fscore: 40.19, time: 38.34 sec
[2022-06-22 17:25:44,045][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1472, train_acc: 95.22, train_micro_fscore: 84.58, train_macro_fscore: 66.04, valid_loss: 0.288, valid_acc: 91.36, valid_micro_fscore: 61.14, valid_macro_fscore: 45.93, test_loss: 1.3936, test_acc: 48.15, test_micro_fscore: 42.18, test_macro_fscore: 33.72, time: 32.59 sec
[2022-06-22 17:26:30,793][run.py][line:158][INFO] Epoch: 12, train_loss: 0.1468, train_acc: 95.34, train_micro_fscore: 85.07, train_macro_fscore: 67.81, valid_loss: 0.268, valid_acc: 91.24, valid_micro_fscore: 60.87, valid_macro_fscore: 43.11, test_loss: 1.3411, test_acc: 54.07, test_micro_fscore: 48.77, test_macro_fscore: 45.32, time: 46.75 sec
[2022-06-22 17:27:16,498][run.py][line:158][INFO] Epoch: 13, train_loss: 0.1449, train_acc: 95.31, train_micro_fscore: 84.89, train_macro_fscore: 69.33, valid_loss: 0.2998, valid_acc: 91.16, valid_micro_fscore: 61.17, valid_macro_fscore: 43.45, test_loss: 1.3521, test_acc: 53.82, test_micro_fscore: 49.01, test_macro_fscore: 44.97, time: 45.71 sec
[2022-06-22 17:28:01,962][run.py][line:158][INFO] Epoch: 14, train_loss: 0.1419, train_acc: 95.43, train_micro_fscore: 85.31, train_macro_fscore: 69.63, valid_loss: 0.2942, valid_acc: 91.09, valid_micro_fscore: 60.44, valid_macro_fscore: 41.8, test_loss: 1.3861, test_acc: 51.17, test_micro_fscore: 46.17, test_macro_fscore: 41.38, time: 45.46 sec
[2022-06-22 17:28:52,726][run.py][line:158][INFO] Epoch: 15, train_loss: 0.1415, train_acc: 95.41, train_micro_fscore: 85.24, train_macro_fscore: 70.46, valid_loss: 0.3189, valid_acc: 90.67, valid_micro_fscore: 61.1, valid_macro_fscore: 46.18, test_loss: 1.4159, test_acc: 47.41, test_micro_fscore: 43.08, test_macro_fscore: 33.84, time: 50.76 sec
[2022-06-22 17:29:37,241][run.py][line:158][INFO] Epoch: 16, train_loss: 0.14, train_acc: 95.43, train_micro_fscore: 85.39, train_macro_fscore: 72.08, valid_loss: 0.2958, valid_acc: 91.14, valid_micro_fscore: 60.65, valid_macro_fscore: 45.69, test_loss: 1.4548, test_acc: 49.63, test_micro_fscore: 43.17, test_macro_fscore: 34.14, time: 44.51 sec
[2022-06-22 17:30:18,546][run.py][line:158][INFO] Epoch: 17, train_loss: 0.1379, train_acc: 95.44, train_micro_fscore: 85.39, train_macro_fscore: 72.95, valid_loss: 0.2965, valid_acc: 91.3, valid_micro_fscore: 61.32, valid_macro_fscore: 48.53, test_loss: 1.3684, test_acc: 50.68, test_micro_fscore: 44.63, test_macro_fscore: 38.15, time: 41.3 sec
[2022-06-22 17:31:06,268][run.py][line:158][INFO] Epoch: 18, train_loss: 0.1377, train_acc: 95.5, train_micro_fscore: 85.68, train_macro_fscore: 73.67, valid_loss: 0.302, valid_acc: 91.39, valid_micro_fscore: 61.33, valid_macro_fscore: 47.07, test_loss: 1.3628, test_acc: 50.0, test_micro_fscore: 43.81, test_macro_fscore: 44.45, time: 47.72 sec
[2022-06-22 17:31:57,946][run.py][line:158][INFO] Epoch: 19, train_loss: 0.1372, train_acc: 95.5, train_micro_fscore: 85.68, train_macro_fscore: 74.87, valid_loss: 0.2914, valid_acc: 91.23, valid_micro_fscore: 61.17, valid_macro_fscore: 47.47, test_loss: 1.376, test_acc: 54.62, test_micro_fscore: 50.51, test_macro_fscore: 46.05, time: 51.68 sec
[2022-06-22 17:32:21,382][run.py][line:158][INFO] Epoch: 20, train_loss: 0.1352, train_acc: 95.54, train_micro_fscore: 85.81, train_macro_fscore: 75.6, valid_loss: 0.3041, valid_acc: 91.35, valid_micro_fscore: 61.55, valid_macro_fscore: 47.83, test_loss: 1.6905, test_acc: 47.23, test_micro_fscore: 39.4, test_macro_fscore: 34.11, time: 23.44 sec
[2022-06-22 17:32:53,330][run.py][line:158][INFO] Epoch: 21, train_loss: 0.1344, train_acc: 95.56, train_micro_fscore: 85.85, train_macro_fscore: 75.51, valid_loss: 0.3098, valid_acc: 91.26, valid_micro_fscore: 60.37, valid_macro_fscore: 45.09, test_loss: 1.5316, test_acc: 48.52, test_micro_fscore: 43.24, test_macro_fscore: 33.45, time: 31.95 sec
[2022-06-22 17:33:27,646][run.py][line:158][INFO] Epoch: 22, train_loss: 0.1339, train_acc: 95.57, train_micro_fscore: 85.99, train_macro_fscore: 76.9, valid_loss: 0.3029, valid_acc: 90.64, valid_micro_fscore: 61.17, valid_macro_fscore: 47.73, test_loss: 1.5338, test_acc: 48.46, test_micro_fscore: 43.21, test_macro_fscore: 35.61, time: 34.32 sec
[2022-06-22 17:34:10,983][run.py][line:158][INFO] Epoch: 23, train_loss: 0.1299, train_acc: 95.61, train_micro_fscore: 86.17, train_macro_fscore: 77.61, valid_loss: 0.3128, valid_acc: 91.31, valid_micro_fscore: 61.3, valid_macro_fscore: 47.79, test_loss: 1.6322, test_acc: 50.99, test_micro_fscore: 45.43, test_macro_fscore: 39.36, time: 43.34 sec
[2022-06-22 17:34:42,419][run.py][line:158][INFO] Epoch: 24, train_loss: 0.1289, train_acc: 95.65, train_micro_fscore: 86.24, train_macro_fscore: 77.34, valid_loss: 0.3296, valid_acc: 91.34, valid_micro_fscore: 60.27, valid_macro_fscore: 45.04, test_loss: 1.7314, test_acc: 50.92, test_micro_fscore: 48.0, test_macro_fscore: 42.29, time: 31.44 sec
[2022-06-22 17:35:12,967][run.py][line:158][INFO] Epoch: 25, train_loss: 0.127, train_acc: 95.71, train_micro_fscore: 86.49, train_macro_fscore: 78.53, valid_loss: 0.2788, valid_acc: 91.37, valid_micro_fscore: 60.15, valid_macro_fscore: 48.55, test_loss: 1.6028, test_acc: 47.53, test_micro_fscore: 40.82, test_macro_fscore: 40.05, time: 30.55 sec
[2022-06-22 17:35:33,409][run.py][line:158][INFO] Epoch: 26, train_loss: 0.1273, train_acc: 95.69, train_micro_fscore: 86.35, train_macro_fscore: 78.3, valid_loss: 0.2922, valid_acc: 91.25, valid_micro_fscore: 61.6, valid_macro_fscore: 48.07, test_loss: 1.627, test_acc: 48.95, test_micro_fscore: 42.5, test_macro_fscore: 34.25, time: 20.44 sec
[2022-06-22 17:35:54,746][run.py][line:158][INFO] Epoch: 27, train_loss: 0.1252, train_acc: 95.78, train_micro_fscore: 86.71, train_macro_fscore: 79.25, valid_loss: 0.2872, valid_acc: 91.31, valid_micro_fscore: 60.29, valid_macro_fscore: 47.76, test_loss: 1.8015, test_acc: 44.94, test_micro_fscore: 38.26, test_macro_fscore: 32.09, time: 21.34 sec
[2022-06-22 17:36:15,823][run.py][line:158][INFO] Epoch: 28, train_loss: 0.1249, train_acc: 95.78, train_micro_fscore: 86.75, train_macro_fscore: 80.08, valid_loss: 0.3146, valid_acc: 91.29, valid_micro_fscore: 61.76, valid_macro_fscore: 48.25, test_loss: 1.8061, test_acc: 43.09, test_micro_fscore: 35.86, test_macro_fscore: 30.58, time: 21.08 sec
[2022-06-22 17:36:35,934][run.py][line:158][INFO] Epoch: 29, train_loss: 0.1216, train_acc: 95.82, train_micro_fscore: 86.91, train_macro_fscore: 80.14, valid_loss: 0.3258, valid_acc: 91.29, valid_micro_fscore: 60.7, valid_macro_fscore: 47.91, test_loss: 1.8055, test_acc: 47.41, test_micro_fscore: 41.34, test_macro_fscore: 37.6, time: 20.11 sec
[2022-06-22 17:37:04,312][run.py][line:158][INFO] Epoch: 30, train_loss: 0.1212, train_acc: 95.82, train_micro_fscore: 86.92, train_macro_fscore: 80.84, valid_loss: 0.3218, valid_acc: 91.3, valid_micro_fscore: 61.33, valid_macro_fscore: 47.65, test_loss: 1.8855, test_acc: 39.52, test_micro_fscore: 32.78, test_macro_fscore: 29.0, time: 28.38 sec
[2022-06-22 17:37:04,312][run.py][line:184][INFO] finish training!
[2022-06-22 17:37:04,312][run.py][line:196][INFO] Best micro/macro F-Score based on validation:35.86/30.58
[2022-06-22 17:37:04,312][run.py][line:198][INFO] Best micro/macro F-Score based on test:50.51/46.05
