[2022-06-21 21:00:34,798][run.py][line:117][INFO] start training on GPU 0!
[2022-06-21 21:00:34,798][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=8e-06, dropout=0.5, batch_size=16, epochs=100, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-21 21:01:30,259][run.py][line:158][INFO] Epoch: 1, train_loss: 0.6447, train_acc: 84.12, train_micro_fscore: 32.94, train_macro_fscore: 19.66, valid_loss: 0.3568, valid_acc: 90.63, valid_micro_fscore: 55.86, valid_macro_fscore: 23.01, test_loss: 1.9271, test_acc: 18.87, test_micro_fscore: 5.28, test_macro_fscore: 9.09, time: 37.63 sec
[2022-06-21 21:02:02,878][run.py][line:158][INFO] Epoch: 2, train_loss: 0.2151, train_acc: 93.06, train_micro_fscore: 75.09, train_macro_fscore: 32.04, valid_loss: 0.3301, valid_acc: 90.8, valid_micro_fscore: 56.37, valid_macro_fscore: 28.05, test_loss: 1.8962, test_acc: 18.74, test_micro_fscore: 5.17, test_macro_fscore: 8.79, time: 32.62 sec
[2022-06-21 21:02:47,037][run.py][line:158][INFO] Epoch: 3, train_loss: 0.1986, train_acc: 93.51, train_micro_fscore: 75.77, train_macro_fscore: 33.95, valid_loss: 0.3232, valid_acc: 90.51, valid_micro_fscore: 56.61, valid_macro_fscore: 28.43, test_loss: 1.8326, test_acc: 18.19, test_micro_fscore: 4.86, test_macro_fscore: 9.03, time: 44.16 sec
[2022-06-21 21:03:19,675][run.py][line:158][INFO] Epoch: 4, train_loss: 0.1899, train_acc: 93.66, train_micro_fscore: 76.37, train_macro_fscore: 34.36, valid_loss: 0.3079, valid_acc: 90.64, valid_micro_fscore: 56.04, valid_macro_fscore: 28.44, test_loss: 1.8114, test_acc: 18.37, test_micro_fscore: 3.33, test_macro_fscore: 11.77, time: 32.64 sec
[2022-06-21 21:04:05,402][run.py][line:158][INFO] Epoch: 5, train_loss: 0.1821, train_acc: 93.77, train_micro_fscore: 76.94, train_macro_fscore: 34.9, valid_loss: 0.3234, valid_acc: 90.74, valid_micro_fscore: 57.28, valid_macro_fscore: 28.96, test_loss: 1.8241, test_acc: 17.88, test_micro_fscore: 3.57, test_macro_fscore: 11.0, time: 45.73 sec
[2022-06-21 21:04:28,299][run.py][line:158][INFO] Epoch: 6, train_loss: 0.1741, train_acc: 93.85, train_micro_fscore: 77.68, train_macro_fscore: 35.63, valid_loss: 0.3041, valid_acc: 90.69, valid_micro_fscore: 57.07, valid_macro_fscore: 29.0, test_loss: 1.821, test_acc: 18.0, test_micro_fscore: 3.84, test_macro_fscore: 12.24, time: 22.9 sec
[2022-06-21 21:04:57,832][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1683, train_acc: 94.22, train_micro_fscore: 79.63, train_macro_fscore: 43.9, valid_loss: 0.306, valid_acc: 91.13, valid_micro_fscore: 59.76, valid_macro_fscore: 39.27, test_loss: 1.8115, test_acc: 18.31, test_micro_fscore: 4.42, test_macro_fscore: 13.5, time: 29.53 sec
[2022-06-21 21:05:28,847][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1622, train_acc: 94.69, train_micro_fscore: 81.79, train_macro_fscore: 52.39, valid_loss: 0.2976, valid_acc: 91.09, valid_micro_fscore: 60.79, valid_macro_fscore: 41.56, test_loss: 1.7765, test_acc: 30.15, test_micro_fscore: 20.3, test_macro_fscore: 18.27, time: 31.01 sec
[2022-06-21 21:05:57,278][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1576, train_acc: 94.92, train_micro_fscore: 82.96, train_macro_fscore: 55.55, valid_loss: 0.3021, valid_acc: 90.99, valid_micro_fscore: 60.87, valid_macro_fscore: 42.37, test_loss: 1.7343, test_acc: 35.39, test_micro_fscore: 26.9, test_macro_fscore: 20.01, time: 28.43 sec
[2022-06-21 21:06:37,347][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1532, train_acc: 94.96, train_micro_fscore: 83.23, train_macro_fscore: 56.39, valid_loss: 0.2926, valid_acc: 91.15, valid_micro_fscore: 61.05, valid_macro_fscore: 42.75, test_loss: 1.6973, test_acc: 35.94, test_micro_fscore: 27.43, test_macro_fscore: 20.02, time: 40.07 sec
[2022-06-21 21:07:15,743][run.py][line:158][INFO] Epoch: 11, train_loss: 0.15, train_acc: 95.03, train_micro_fscore: 83.53, train_macro_fscore: 57.04, valid_loss: 0.2902, valid_acc: 91.06, valid_micro_fscore: 61.0, valid_macro_fscore: 42.53, test_loss: 1.6541, test_acc: 36.25, test_micro_fscore: 27.99, test_macro_fscore: 20.2, time: 38.4 sec
