[2022-06-20 20:50:47,622][run.py][line:117][INFO] start training on GPU 0!
[2022-06-20 20:50:47,622][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=2e-05, dropout=0.6, batch_size=128, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-20 20:51:16,959][run.py][line:158][INFO] Epoch: 1, train_loss: 1.4906, train_acc: 75.35, train_micro_fscore: 0.32, train_macro_fscore: 12.56, valid_loss: 0.4972, valid_acc: 88.09, valid_micro_fscore: 0.0, valid_macro_fscore: 13.38, test_loss: 2.0709, test_acc: 18.43, test_micro_fscore: 0.0, test_macro_fscore: 5.19, time: 11.03 sec
[2022-06-20 20:51:38,655][run.py][line:158][INFO] Epoch: 2, train_loss: 0.4504, train_acc: 82.77, train_micro_fscore: 0.17, train_macro_fscore: 12.97, valid_loss: 0.3551, valid_acc: 88.09, valid_micro_fscore: 0.0, valid_macro_fscore: 13.38, test_loss: 1.9111, test_acc: 18.43, test_micro_fscore: 0.0, test_macro_fscore: 5.19, time: 21.7 sec
[2022-06-20 20:51:58,976][run.py][line:158][INFO] Epoch: 3, train_loss: 0.2707, train_acc: 90.35, train_micro_fscore: 61.18, train_macro_fscore: 23.88, valid_loss: 0.3491, valid_acc: 90.1, valid_micro_fscore: 55.55, valid_macro_fscore: 22.84, test_loss: 1.8584, test_acc: 18.62, test_micro_fscore: 6.83, test_macro_fscore: 9.17, time: 20.32 sec
[2022-06-20 20:52:11,785][run.py][line:158][INFO] Epoch: 4, train_loss: 0.2232, train_acc: 92.62, train_micro_fscore: 74.87, train_macro_fscore: 27.45, valid_loss: 0.3395, valid_acc: 90.71, valid_micro_fscore: 56.1, valid_macro_fscore: 25.84, test_loss: 1.8699, test_acc: 18.62, test_micro_fscore: 5.37, test_macro_fscore: 10.18, time: 12.81 sec
[2022-06-20 20:52:27,005][run.py][line:158][INFO] Epoch: 5, train_loss: 0.2095, train_acc: 93.29, train_micro_fscore: 75.67, train_macro_fscore: 32.9, valid_loss: 0.3418, valid_acc: 90.47, valid_micro_fscore: 56.16, valid_macro_fscore: 27.92, test_loss: 1.8631, test_acc: 18.31, test_micro_fscore: 5.39, test_macro_fscore: 8.61, time: 15.22 sec
[2022-06-20 20:52:43,448][run.py][line:158][INFO] Epoch: 6, train_loss: 0.2011, train_acc: 93.51, train_micro_fscore: 75.73, train_macro_fscore: 33.73, valid_loss: 0.3197, valid_acc: 90.31, valid_micro_fscore: 56.05, valid_macro_fscore: 28.0, test_loss: 1.8357, test_acc: 18.31, test_micro_fscore: 5.34, test_macro_fscore: 8.8, time: 16.44 sec
[2022-06-20 20:52:56,013][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1941, train_acc: 93.51, train_micro_fscore: 75.81, train_macro_fscore: 33.94, valid_loss: 0.3262, valid_acc: 90.52, valid_micro_fscore: 56.56, valid_macro_fscore: 28.15, test_loss: 1.8364, test_acc: 18.37, test_micro_fscore: 5.06, test_macro_fscore: 8.91, time: 12.57 sec
[2022-06-20 20:53:06,417][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1884, train_acc: 93.68, train_micro_fscore: 76.31, train_macro_fscore: 34.28, valid_loss: 0.321, valid_acc: 90.64, valid_micro_fscore: 56.51, valid_macro_fscore: 28.55, test_loss: 1.8216, test_acc: 18.5, test_micro_fscore: 3.47, test_macro_fscore: 11.26, time: 10.4 sec
[2022-06-20 20:53:16,448][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1823, train_acc: 93.78, train_micro_fscore: 76.83, train_macro_fscore: 34.7, valid_loss: 0.3092, valid_acc: 90.97, valid_micro_fscore: 56.91, valid_macro_fscore: 28.98, test_loss: 1.8333, test_acc: 18.74, test_micro_fscore: 3.53, test_macro_fscore: 11.13, time: 10.03 sec
[2022-06-20 20:53:25,615][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1771, train_acc: 93.85, train_micro_fscore: 77.37, train_macro_fscore: 35.11, valid_loss: 0.3102, valid_acc: 90.8, valid_micro_fscore: 57.11, valid_macro_fscore: 29.11, test_loss: 1.8322, test_acc: 18.68, test_micro_fscore: 3.64, test_macro_fscore: 10.71, time: 9.17 sec
[2022-06-20 20:53:45,209][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1745, train_acc: 93.85, train_micro_fscore: 77.62, train_macro_fscore: 36.02, valid_loss: 0.3031, valid_acc: 90.85, valid_micro_fscore: 57.07, valid_macro_fscore: 29.07, test_loss: 1.8171, test_acc: 18.56, test_micro_fscore: 3.53, test_macro_fscore: 11.44, time: 19.59 sec
[2022-06-20 20:54:07,212][run.py][line:158][INFO] Epoch: 12, train_loss: 0.1707, train_acc: 94.07, train_micro_fscore: 78.82, train_macro_fscore: 40.49, valid_loss: 0.3008, valid_acc: 91.25, valid_micro_fscore: 58.69, valid_macro_fscore: 34.17, test_loss: 1.826, test_acc: 18.99, test_micro_fscore: 4.07, test_macro_fscore: 11.71, time: 22.0 sec
[2022-06-20 20:54:25,313][run.py][line:158][INFO] Epoch: 13, train_loss: 0.1662, train_acc: 94.41, train_micro_fscore: 80.54, train_macro_fscore: 47.67, valid_loss: 0.3036, valid_acc: 91.05, valid_micro_fscore: 60.21, valid_macro_fscore: 39.5, test_loss: 1.8107, test_acc: 18.8, test_micro_fscore: 5.21, test_macro_fscore: 13.82, time: 18.1 sec
[2022-06-20 20:54:39,900][run.py][line:158][INFO] Epoch: 14, train_loss: 0.1623, train_acc: 94.7, train_micro_fscore: 81.83, train_macro_fscore: 52.57, valid_loss: 0.3026, valid_acc: 91.29, valid_micro_fscore: 60.87, valid_macro_fscore: 41.42, test_loss: 1.7979, test_acc: 34.28, test_micro_fscore: 24.39, test_macro_fscore: 19.69, time: 14.59 sec
[2022-06-20 20:54:59,116][run.py][line:158][INFO] Epoch: 15, train_loss: 0.1572, train_acc: 94.84, train_micro_fscore: 82.55, train_macro_fscore: 54.52, valid_loss: 0.3047, valid_acc: 91.35, valid_micro_fscore: 60.89, valid_macro_fscore: 41.89, test_loss: 1.7727, test_acc: 35.7, test_micro_fscore: 26.31, test_macro_fscore: 19.75, time: 19.21 sec
[2022-06-20 20:55:17,696][run.py][line:158][INFO] Epoch: 16, train_loss: 0.1551, train_acc: 94.88, train_micro_fscore: 82.88, train_macro_fscore: 55.58, valid_loss: 0.2963, valid_acc: 91.39, valid_micro_fscore: 60.75, valid_macro_fscore: 42.48, test_loss: 1.7231, test_acc: 36.68, test_micro_fscore: 27.5, test_macro_fscore: 20.41, time: 18.58 sec
[2022-06-20 20:55:29,518][run.py][line:158][INFO] Epoch: 17, train_loss: 0.1526, train_acc: 94.95, train_micro_fscore: 83.14, train_macro_fscore: 56.35, valid_loss: 0.2907, valid_acc: 91.14, valid_micro_fscore: 60.9, valid_macro_fscore: 42.45, test_loss: 1.6801, test_acc: 37.24, test_micro_fscore: 28.69, test_macro_fscore: 20.78, time: 11.82 sec
[2022-06-20 20:55:39,212][run.py][line:158][INFO] Epoch: 18, train_loss: 0.1509, train_acc: 95.02, train_micro_fscore: 83.48, train_macro_fscore: 56.89, valid_loss: 0.2929, valid_acc: 91.26, valid_micro_fscore: 60.97, valid_macro_fscore: 42.9, test_loss: 1.6484, test_acc: 37.18, test_micro_fscore: 28.42, test_macro_fscore: 20.56, time: 9.69 sec
[2022-06-20 20:55:51,592][run.py][line:158][INFO] Epoch: 19, train_loss: 0.1495, train_acc: 95.09, train_micro_fscore: 83.73, train_macro_fscore: 57.27, valid_loss: 0.2935, valid_acc: 91.24, valid_micro_fscore: 60.97, valid_macro_fscore: 42.85, test_loss: 1.6194, test_acc: 37.61, test_micro_fscore: 29.08, test_macro_fscore: 20.98, time: 12.38 sec
[2022-06-20 20:56:02,234][run.py][line:158][INFO] Epoch: 20, train_loss: 0.1476, train_acc: 95.13, train_micro_fscore: 83.92, train_macro_fscore: 57.65, valid_loss: 0.2944, valid_acc: 90.93, valid_micro_fscore: 60.87, valid_macro_fscore: 42.97, test_loss: 1.6171, test_acc: 37.3, test_micro_fscore: 28.99, test_macro_fscore: 20.83, time: 10.64 sec
[2022-06-20 20:56:18,527][run.py][line:158][INFO] Epoch: 21, train_loss: 0.1462, train_acc: 95.17, train_micro_fscore: 84.07, train_macro_fscore: 58.03, valid_loss: 0.3073, valid_acc: 90.94, valid_micro_fscore: 60.84, valid_macro_fscore: 42.77, test_loss: 1.605, test_acc: 36.93, test_micro_fscore: 28.48, test_macro_fscore: 20.64, time: 16.29 sec
[2022-06-20 20:56:33,974][run.py][line:158][INFO] Epoch: 22, train_loss: 0.1453, train_acc: 95.21, train_micro_fscore: 84.23, train_macro_fscore: 59.01, valid_loss: 0.2976, valid_acc: 91.2, valid_micro_fscore: 61.47, valid_macro_fscore: 43.66, test_loss: 1.5906, test_acc: 37.79, test_micro_fscore: 29.36, test_macro_fscore: 20.99, time: 15.45 sec
[2022-06-20 20:56:43,425][run.py][line:158][INFO] Epoch: 23, train_loss: 0.1444, train_acc: 95.24, train_micro_fscore: 84.36, train_macro_fscore: 59.44, valid_loss: 0.3009, valid_acc: 91.16, valid_micro_fscore: 60.84, valid_macro_fscore: 43.13, test_loss: 1.5772, test_acc: 37.92, test_micro_fscore: 29.36, test_macro_fscore: 20.85, time: 9.45 sec
[2022-06-20 20:56:53,099][run.py][line:158][INFO] Epoch: 24, train_loss: 0.1454, train_acc: 95.19, train_micro_fscore: 84.17, train_macro_fscore: 59.53, valid_loss: 0.2919, valid_acc: 91.1, valid_micro_fscore: 61.4, valid_macro_fscore: 43.69, test_loss: 1.5641, test_acc: 37.73, test_micro_fscore: 29.57, test_macro_fscore: 20.91, time: 9.67 sec
[2022-06-20 20:57:03,672][run.py][line:158][INFO] Epoch: 25, train_loss: 0.1438, train_acc: 95.23, train_micro_fscore: 84.34, train_macro_fscore: 60.4, valid_loss: 0.29, valid_acc: 91.29, valid_micro_fscore: 60.53, valid_macro_fscore: 42.62, test_loss: 1.5683, test_acc: 37.79, test_micro_fscore: 29.2, test_macro_fscore: 20.39, time: 10.57 sec
[2022-06-20 20:57:23,479][run.py][line:158][INFO] Epoch: 26, train_loss: 0.1429, train_acc: 95.23, train_micro_fscore: 84.37, train_macro_fscore: 61.12, valid_loss: 0.2984, valid_acc: 91.25, valid_micro_fscore: 61.09, valid_macro_fscore: 43.23, test_loss: 1.5523, test_acc: 37.85, test_micro_fscore: 29.25, test_macro_fscore: 20.66, time: 19.81 sec
[2022-06-20 20:57:43,588][run.py][line:158][INFO] Epoch: 27, train_loss: 0.1423, train_acc: 95.3, train_micro_fscore: 84.61, train_macro_fscore: 62.28, valid_loss: 0.2955, valid_acc: 91.28, valid_micro_fscore: 61.31, valid_macro_fscore: 43.4, test_loss: 1.532, test_acc: 37.79, test_micro_fscore: 29.31, test_macro_fscore: 20.52, time: 20.11 sec
[2022-06-20 20:57:55,416][run.py][line:158][INFO] Epoch: 28, train_loss: 0.1419, train_acc: 95.28, train_micro_fscore: 84.53, train_macro_fscore: 62.13, valid_loss: 0.2856, valid_acc: 91.3, valid_micro_fscore: 61.38, valid_macro_fscore: 43.34, test_loss: 1.5104, test_acc: 37.79, test_micro_fscore: 29.41, test_macro_fscore: 20.83, time: 11.83 sec
[2022-06-20 20:58:11,328][run.py][line:158][INFO] Epoch: 29, train_loss: 0.1423, train_acc: 95.3, train_micro_fscore: 84.64, train_macro_fscore: 62.61, valid_loss: 0.2918, valid_acc: 91.39, valid_micro_fscore: 60.88, valid_macro_fscore: 43.18, test_loss: 1.5332, test_acc: 37.67, test_micro_fscore: 29.07, test_macro_fscore: 20.22, time: 15.91 sec
[2022-06-20 20:58:23,236][run.py][line:158][INFO] Epoch: 30, train_loss: 0.1411, train_acc: 95.31, train_micro_fscore: 84.72, train_macro_fscore: 63.38, valid_loss: 0.2915, valid_acc: 91.23, valid_micro_fscore: 61.19, valid_macro_fscore: 43.33, test_loss: 1.5207, test_acc: 37.48, test_micro_fscore: 29.21, test_macro_fscore: 23.73, time: 11.91 sec
[2022-06-20 20:58:33,361][run.py][line:158][INFO] Epoch: 31, train_loss: 0.1403, train_acc: 95.32, train_micro_fscore: 84.73, train_macro_fscore: 63.75, valid_loss: 0.305, valid_acc: 91.15, valid_micro_fscore: 61.29, valid_macro_fscore: 43.51, test_loss: 1.5399, test_acc: 37.61, test_micro_fscore: 29.42, test_macro_fscore: 20.57, time: 10.12 sec
[2022-06-20 20:58:46,141][run.py][line:158][INFO] Epoch: 32, train_loss: 0.1403, train_acc: 95.32, train_micro_fscore: 84.77, train_macro_fscore: 64.45, valid_loss: 0.2966, valid_acc: 91.24, valid_micro_fscore: 61.26, valid_macro_fscore: 43.45, test_loss: 1.5158, test_acc: 37.55, test_micro_fscore: 29.18, test_macro_fscore: 23.79, time: 12.78 sec
[2022-06-20 20:58:59,486][run.py][line:158][INFO] Epoch: 33, train_loss: 0.139, train_acc: 95.33, train_micro_fscore: 84.79, train_macro_fscore: 64.18, valid_loss: 0.2979, valid_acc: 91.06, valid_micro_fscore: 61.22, valid_macro_fscore: 43.65, test_loss: 1.5109, test_acc: 38.04, test_micro_fscore: 30.04, test_macro_fscore: 20.86, time: 13.34 sec
[2022-06-20 20:59:14,010][run.py][line:158][INFO] Epoch: 34, train_loss: 0.139, train_acc: 95.42, train_micro_fscore: 85.13, train_macro_fscore: 64.91, valid_loss: 0.2884, valid_acc: 91.36, valid_micro_fscore: 60.82, valid_macro_fscore: 43.53, test_loss: 1.4936, test_acc: 37.92, test_micro_fscore: 29.52, test_macro_fscore: 23.71, time: 14.52 sec
[2022-06-20 20:59:27,591][run.py][line:158][INFO] Epoch: 35, train_loss: 0.138, train_acc: 95.42, train_micro_fscore: 85.14, train_macro_fscore: 65.27, valid_loss: 0.2946, valid_acc: 91.25, valid_micro_fscore: 61.48, valid_macro_fscore: 43.55, test_loss: 1.472, test_acc: 38.04, test_micro_fscore: 29.83, test_macro_fscore: 24.54, time: 13.58 sec
[2022-06-20 20:59:50,604][run.py][line:158][INFO] Epoch: 36, train_loss: 0.1376, train_acc: 95.39, train_micro_fscore: 85.05, train_macro_fscore: 64.87, valid_loss: 0.292, valid_acc: 91.24, valid_micro_fscore: 61.31, valid_macro_fscore: 43.54, test_loss: 1.4839, test_acc: 38.35, test_micro_fscore: 30.14, test_macro_fscore: 24.61, time: 23.01 sec
[2022-06-20 21:00:08,374][run.py][line:158][INFO] Epoch: 37, train_loss: 0.1368, train_acc: 95.42, train_micro_fscore: 85.16, train_macro_fscore: 65.53, valid_loss: 0.2918, valid_acc: 91.06, valid_micro_fscore: 61.19, valid_macro_fscore: 43.61, test_loss: 1.4802, test_acc: 38.04, test_micro_fscore: 30.19, test_macro_fscore: 24.52, time: 17.77 sec
[2022-06-20 21:00:20,304][run.py][line:158][INFO] Epoch: 38, train_loss: 0.1366, train_acc: 95.46, train_micro_fscore: 85.25, train_macro_fscore: 65.79, valid_loss: 0.2939, valid_acc: 90.93, valid_micro_fscore: 61.28, valid_macro_fscore: 43.79, test_loss: 1.448, test_acc: 38.41, test_micro_fscore: 30.63, test_macro_fscore: 25.65, time: 11.93 sec
[2022-06-20 21:00:31,514][run.py][line:158][INFO] Epoch: 39, train_loss: 0.1363, train_acc: 95.42, train_micro_fscore: 85.2, train_macro_fscore: 65.76, valid_loss: 0.2877, valid_acc: 91.23, valid_micro_fscore: 60.98, valid_macro_fscore: 43.48, test_loss: 1.4685, test_acc: 38.47, test_micro_fscore: 30.26, test_macro_fscore: 25.41, time: 11.21 sec
[2022-06-20 21:00:50,686][run.py][line:158][INFO] Epoch: 40, train_loss: 0.1366, train_acc: 95.48, train_micro_fscore: 85.34, train_macro_fscore: 65.86, valid_loss: 0.2885, valid_acc: 91.21, valid_micro_fscore: 61.2, valid_macro_fscore: 43.27, test_loss: 1.4484, test_acc: 38.53, test_micro_fscore: 30.4, test_macro_fscore: 25.71, time: 19.17 sec
[2022-06-20 21:01:03,359][run.py][line:158][INFO] Epoch: 41, train_loss: 0.1361, train_acc: 95.47, train_micro_fscore: 85.4, train_macro_fscore: 66.52, valid_loss: 0.2947, valid_acc: 91.3, valid_micro_fscore: 61.05, valid_macro_fscore: 43.02, test_loss: 1.4396, test_acc: 40.01, test_micro_fscore: 32.22, test_macro_fscore: 27.25, time: 12.67 sec
[2022-06-20 21:01:13,305][run.py][line:158][INFO] Epoch: 42, train_loss: 0.1356, train_acc: 95.47, train_micro_fscore: 85.33, train_macro_fscore: 66.42, valid_loss: 0.2968, valid_acc: 91.1, valid_micro_fscore: 61.29, valid_macro_fscore: 43.56, test_loss: 1.4537, test_acc: 39.27, test_micro_fscore: 31.32, test_macro_fscore: 26.72, time: 9.94 sec
[2022-06-20 21:01:31,583][run.py][line:158][INFO] Epoch: 43, train_loss: 0.135, train_acc: 95.47, train_micro_fscore: 85.27, train_macro_fscore: 66.31, valid_loss: 0.2952, valid_acc: 91.29, valid_micro_fscore: 61.38, valid_macro_fscore: 43.73, test_loss: 1.4359, test_acc: 40.57, test_micro_fscore: 32.99, test_macro_fscore: 28.0, time: 18.28 sec
