[2022-06-21 13:41:36,288][run.py][line:117][INFO] start training on GPU 0!
[2022-06-21 13:41:36,288][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=5e-05, dropout=0.9, batch_size=64, epochs=40, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-21 13:42:26,372][run.py][line:158][INFO] Epoch: 1, train_loss: 0.6756, train_acc: 81.55, train_micro_fscore: 12.06, train_macro_fscore: 15.67, valid_loss: 0.3617, valid_acc: 89.21, valid_micro_fscore: 50.56, valid_macro_fscore: 21.9, test_loss: 1.9314, test_acc: 18.13, test_micro_fscore: 5.71, test_macro_fscore: 8.4, time: 22.94 sec
[2022-06-21 13:42:47,146][run.py][line:158][INFO] Epoch: 2, train_loss: 0.251, train_acc: 92.02, train_micro_fscore: 70.97, train_macro_fscore: 26.85, valid_loss: 0.3376, valid_acc: 90.68, valid_micro_fscore: 55.8, valid_macro_fscore: 25.14, test_loss: 1.8985, test_acc: 18.93, test_micro_fscore: 5.13, test_macro_fscore: 10.29, time: 20.77 sec
[2022-06-21 13:43:09,532][run.py][line:158][INFO] Epoch: 3, train_loss: 0.2235, train_acc: 93.06, train_micro_fscore: 75.0, train_macro_fscore: 32.11, valid_loss: 0.3307, valid_acc: 89.95, valid_micro_fscore: 55.54, valid_macro_fscore: 27.67, test_loss: 1.8867, test_acc: 18.8, test_micro_fscore: 5.14, test_macro_fscore: 8.83, time: 22.39 sec
[2022-06-21 13:43:25,676][run.py][line:158][INFO] Epoch: 4, train_loss: 0.2168, train_acc: 93.15, train_micro_fscore: 75.33, train_macro_fscore: 32.94, valid_loss: 0.3156, valid_acc: 90.15, valid_micro_fscore: 55.78, valid_macro_fscore: 28.04, test_loss: 1.8663, test_acc: 18.74, test_micro_fscore: 5.15, test_macro_fscore: 8.87, time: 16.14 sec
[2022-06-21 13:43:49,784][run.py][line:158][INFO] Epoch: 5, train_loss: 0.2107, train_acc: 93.39, train_micro_fscore: 75.98, train_macro_fscore: 33.62, valid_loss: 0.3373, valid_acc: 90.09, valid_micro_fscore: 56.13, valid_macro_fscore: 28.05, test_loss: 1.8639, test_acc: 18.8, test_micro_fscore: 5.24, test_macro_fscore: 8.92, time: 24.11 sec
[2022-06-21 13:44:11,262][run.py][line:158][INFO] Epoch: 6, train_loss: 0.2068, train_acc: 93.43, train_micro_fscore: 75.96, train_macro_fscore: 33.84, valid_loss: 0.3081, valid_acc: 90.44, valid_micro_fscore: 56.92, valid_macro_fscore: 28.46, test_loss: 1.858, test_acc: 19.36, test_micro_fscore: 4.85, test_macro_fscore: 9.15, time: 21.48 sec
[2022-06-21 13:44:26,375][run.py][line:158][INFO] Epoch: 7, train_loss: 0.204, train_acc: 93.47, train_micro_fscore: 76.33, train_macro_fscore: 34.25, valid_loss: 0.3165, valid_acc: 90.27, valid_micro_fscore: 56.57, valid_macro_fscore: 28.54, test_loss: 1.84, test_acc: 18.87, test_micro_fscore: 5.19, test_macro_fscore: 9.08, time: 15.11 sec
[2022-06-21 13:44:51,812][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1996, train_acc: 93.63, train_micro_fscore: 76.92, train_macro_fscore: 34.8, valid_loss: 0.3158, valid_acc: 89.55, valid_micro_fscore: 55.6, valid_macro_fscore: 28.19, test_loss: 1.8143, test_acc: 18.31, test_micro_fscore: 5.27, test_macro_fscore: 9.25, time: 25.44 sec
[2022-06-21 13:45:05,229][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1974, train_acc: 93.65, train_micro_fscore: 77.01, train_macro_fscore: 35.26, valid_loss: 0.3063, valid_acc: 90.46, valid_micro_fscore: 56.66, valid_macro_fscore: 28.61, test_loss: 1.8109, test_acc: 18.93, test_micro_fscore: 4.04, test_macro_fscore: 10.75, time: 13.42 sec
[2022-06-21 13:45:28,333][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1938, train_acc: 93.71, train_micro_fscore: 77.41, train_macro_fscore: 36.7, valid_loss: 0.2934, valid_acc: 90.68, valid_micro_fscore: 57.31, valid_macro_fscore: 29.06, test_loss: 1.8044, test_acc: 19.11, test_micro_fscore: 3.46, test_macro_fscore: 10.9, time: 23.1 sec
[2022-06-21 13:45:43,999][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1881, train_acc: 93.84, train_micro_fscore: 77.92, train_macro_fscore: 38.29, valid_loss: 0.3043, valid_acc: 89.96, valid_micro_fscore: 57.25, valid_macro_fscore: 33.32, test_loss: 1.8006, test_acc: 18.37, test_micro_fscore: 4.47, test_macro_fscore: 11.11, time: 15.67 sec
[2022-06-21 13:45:54,977][run.py][line:158][INFO] Epoch: 12, train_loss: 0.1861, train_acc: 93.97, train_micro_fscore: 78.4, train_macro_fscore: 40.02, valid_loss: 0.2889, valid_acc: 90.41, valid_micro_fscore: 58.07, valid_macro_fscore: 34.63, test_loss: 1.8152, test_acc: 18.37, test_micro_fscore: 3.71, test_macro_fscore: 11.59, time: 10.98 sec
[2022-06-21 13:46:12,510][run.py][line:158][INFO] Epoch: 13, train_loss: 0.183, train_acc: 94.06, train_micro_fscore: 78.83, train_macro_fscore: 42.65, valid_loss: 0.2893, valid_acc: 90.44, valid_micro_fscore: 58.82, valid_macro_fscore: 37.33, test_loss: 1.7904, test_acc: 21.95, test_micro_fscore: 9.74, test_macro_fscore: 13.77, time: 17.53 sec
[2022-06-21 13:46:25,229][run.py][line:158][INFO] Epoch: 14, train_loss: 0.1827, train_acc: 94.18, train_micro_fscore: 79.48, train_macro_fscore: 46.38, valid_loss: 0.2827, valid_acc: 90.32, valid_micro_fscore: 58.67, valid_macro_fscore: 37.74, test_loss: 1.7809, test_acc: 29.9, test_micro_fscore: 20.82, test_macro_fscore: 19.17, time: 12.72 sec
[2022-06-21 13:46:36,249][run.py][line:158][INFO] Epoch: 15, train_loss: 0.1791, train_acc: 94.32, train_micro_fscore: 80.19, train_macro_fscore: 49.04, valid_loss: 0.3005, valid_acc: 90.32, valid_micro_fscore: 59.73, valid_macro_fscore: 41.46, test_loss: 1.759, test_acc: 33.85, test_micro_fscore: 26.61, test_macro_fscore: 19.96, time: 11.02 sec
