[2022-06-21 18:25:13,940][run.py][line:117][INFO] start training on GPU 0!
[2022-06-21 18:25:13,940][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=7e-05, dropout=0.6, batch_size=32, epochs=30, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-21 18:26:03,721][run.py][line:158][INFO] Epoch: 1, train_loss: 0.3754, train_acc: 89.84, train_micro_fscore: 61.79, train_macro_fscore: 30.02, valid_loss: 0.3124, valid_acc: 90.74, valid_micro_fscore: 57.2, valid_macro_fscore: 28.94, test_loss: 1.8588, test_acc: 18.74, test_micro_fscore: 3.6, test_macro_fscore: 11.01, time: 23.62 sec
[2022-06-21 18:26:22,229][run.py][line:158][INFO] Epoch: 2, train_loss: 0.1778, train_acc: 93.97, train_micro_fscore: 78.77, train_macro_fscore: 41.63, valid_loss: 0.2947, valid_acc: 91.31, valid_micro_fscore: 59.6, valid_macro_fscore: 40.11, test_loss: 1.8356, test_acc: 19.48, test_micro_fscore: 3.52, test_macro_fscore: 11.2, time: 18.51 sec
[2022-06-21 18:26:37,427][run.py][line:158][INFO] Epoch: 3, train_loss: 0.1579, train_acc: 94.87, train_micro_fscore: 82.83, train_macro_fscore: 55.81, valid_loss: 0.3034, valid_acc: 90.97, valid_micro_fscore: 61.28, valid_macro_fscore: 43.08, test_loss: 1.5445, test_acc: 40.07, test_micro_fscore: 31.88, test_macro_fscore: 25.07, time: 15.2 sec
[2022-06-21 18:27:02,169][run.py][line:158][INFO] Epoch: 4, train_loss: 0.1511, train_acc: 95.1, train_micro_fscore: 83.92, train_macro_fscore: 59.36, valid_loss: 0.2696, valid_acc: 91.1, valid_micro_fscore: 60.88, valid_macro_fscore: 43.52, test_loss: 1.4868, test_acc: 39.46, test_micro_fscore: 30.0, test_macro_fscore: 24.62, time: 24.74 sec
[2022-06-21 18:27:25,101][run.py][line:158][INFO] Epoch: 5, train_loss: 0.1462, train_acc: 95.14, train_micro_fscore: 84.18, train_macro_fscore: 62.82, valid_loss: 0.2882, valid_acc: 91.05, valid_micro_fscore: 61.25, valid_macro_fscore: 43.59, test_loss: 1.4725, test_acc: 38.53, test_micro_fscore: 30.23, test_macro_fscore: 24.55, time: 22.93 sec
[2022-06-21 18:27:50,171][run.py][line:158][INFO] Epoch: 6, train_loss: 0.1443, train_acc: 95.25, train_micro_fscore: 84.56, train_macro_fscore: 64.8, valid_loss: 0.282, valid_acc: 91.04, valid_micro_fscore: 61.38, valid_macro_fscore: 44.17, test_loss: 1.4442, test_acc: 41.18, test_micro_fscore: 32.76, test_macro_fscore: 28.04, time: 25.07 sec
[2022-06-21 18:28:23,039][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1433, train_acc: 95.26, train_micro_fscore: 84.75, train_macro_fscore: 66.02, valid_loss: 0.2903, valid_acc: 91.29, valid_micro_fscore: 61.05, valid_macro_fscore: 43.85, test_loss: 1.3945, test_acc: 43.71, test_micro_fscore: 35.63, test_macro_fscore: 31.1, time: 32.87 sec
[2022-06-21 18:28:46,559][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1401, train_acc: 95.34, train_micro_fscore: 84.95, train_macro_fscore: 66.79, valid_loss: 0.2792, valid_acc: 90.99, valid_micro_fscore: 60.9, valid_macro_fscore: 43.18, test_loss: 1.3634, test_acc: 47.97, test_micro_fscore: 42.15, test_macro_fscore: 33.96, time: 23.52 sec
[2022-06-21 18:29:06,451][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1397, train_acc: 95.35, train_micro_fscore: 85.07, train_macro_fscore: 68.96, valid_loss: 0.3074, valid_acc: 90.99, valid_micro_fscore: 61.07, valid_macro_fscore: 45.14, test_loss: 1.3364, test_acc: 50.68, test_micro_fscore: 44.33, test_macro_fscore: 37.17, time: 19.89 sec
[2022-06-21 18:29:29,235][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1381, train_acc: 95.5, train_micro_fscore: 85.54, train_macro_fscore: 72.51, valid_loss: 0.2854, valid_acc: 91.04, valid_micro_fscore: 61.06, valid_macro_fscore: 43.63, test_loss: 1.3734, test_acc: 48.58, test_micro_fscore: 42.09, test_macro_fscore: 34.26, time: 22.78 sec
[2022-06-21 18:30:02,429][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1371, train_acc: 95.42, train_micro_fscore: 85.34, train_macro_fscore: 73.61, valid_loss: 0.2789, valid_acc: 91.36, valid_micro_fscore: 61.51, valid_macro_fscore: 43.96, test_loss: 1.4171, test_acc: 45.99, test_micro_fscore: 38.98, test_macro_fscore: 31.95, time: 33.19 sec
