[2022-06-20 21:59:35,278][run.py][line:117][INFO] start training on GPU 0!
[2022-06-20 21:59:35,278][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=4e-05, dropout=0.0, batch_size=8, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-20 22:00:57,887][run.py][line:158][INFO] Epoch: 1, train_loss: 0.2481, train_acc: 92.67, train_micro_fscore: 73.96, train_macro_fscore: 42.59, valid_loss: 0.3079, valid_acc: 91.42, valid_micro_fscore: 60.5, valid_macro_fscore: 42.4, test_loss: 1.7148, test_acc: 37.24, test_micro_fscore: 27.56, test_macro_fscore: 19.55, time: 65.02 sec
[2022-06-20 22:02:26,736][run.py][line:158][INFO] Epoch: 2, train_loss: 0.147, train_acc: 95.1, train_micro_fscore: 84.05, train_macro_fscore: 60.95, valid_loss: 0.3008, valid_acc: 91.61, valid_micro_fscore: 60.88, valid_macro_fscore: 42.32, test_loss: 1.5616, test_acc: 34.77, test_micro_fscore: 25.52, test_macro_fscore: 25.3, time: 88.85 sec
[2022-06-20 22:04:01,198][run.py][line:158][INFO] Epoch: 3, train_loss: 0.1408, train_acc: 95.3, train_micro_fscore: 84.79, train_macro_fscore: 64.85, valid_loss: 0.3217, valid_acc: 90.17, valid_micro_fscore: 59.73, valid_macro_fscore: 42.26, test_loss: 1.3918, test_acc: 42.11, test_micro_fscore: 34.8, test_macro_fscore: 27.85, time: 94.46 sec
[2022-06-20 22:05:23,646][run.py][line:158][INFO] Epoch: 4, train_loss: 0.1381, train_acc: 95.3, train_micro_fscore: 84.99, train_macro_fscore: 70.32, valid_loss: 0.2822, valid_acc: 90.83, valid_micro_fscore: 60.86, valid_macro_fscore: 46.72, test_loss: 1.3105, test_acc: 49.88, test_micro_fscore: 44.13, test_macro_fscore: 36.27, time: 82.45 sec
[2022-06-20 22:06:25,995][run.py][line:158][INFO] Epoch: 5, train_loss: 0.1349, train_acc: 95.44, train_micro_fscore: 85.37, train_macro_fscore: 73.36, valid_loss: 0.3008, valid_acc: 91.32, valid_micro_fscore: 61.43, valid_macro_fscore: 45.11, test_loss: 1.2995, test_acc: 51.91, test_micro_fscore: 46.04, test_macro_fscore: 40.2, time: 62.35 sec
[2022-06-20 22:07:31,374][run.py][line:158][INFO] Epoch: 6, train_loss: 0.133, train_acc: 95.47, train_micro_fscore: 85.55, train_macro_fscore: 75.76, valid_loss: 0.2825, valid_acc: 91.15, valid_micro_fscore: 61.54, valid_macro_fscore: 47.55, test_loss: 1.3406, test_acc: 50.62, test_micro_fscore: 44.3, test_macro_fscore: 35.71, time: 65.38 sec
[2022-06-20 22:09:01,016][run.py][line:158][INFO] Epoch: 7, train_loss: 0.1327, train_acc: 95.45, train_micro_fscore: 85.48, train_macro_fscore: 75.79, valid_loss: 0.2862, valid_acc: 91.37, valid_micro_fscore: 61.58, valid_macro_fscore: 48.29, test_loss: 1.379, test_acc: 50.62, test_micro_fscore: 43.84, test_macro_fscore: 35.68, time: 89.64 sec
[2022-06-20 22:10:15,640][run.py][line:158][INFO] Epoch: 8, train_loss: 0.1303, train_acc: 95.54, train_micro_fscore: 85.8, train_macro_fscore: 76.79, valid_loss: 0.3009, valid_acc: 90.95, valid_micro_fscore: 61.45, valid_macro_fscore: 49.57, test_loss: 1.361, test_acc: 50.06, test_micro_fscore: 44.36, test_macro_fscore: 35.77, time: 74.62 sec
[2022-06-20 22:11:14,257][run.py][line:158][INFO] Epoch: 9, train_loss: 0.1295, train_acc: 95.52, train_micro_fscore: 85.73, train_macro_fscore: 77.16, valid_loss: 0.2965, valid_acc: 91.13, valid_micro_fscore: 61.62, valid_macro_fscore: 48.11, test_loss: 1.2851, test_acc: 52.59, test_micro_fscore: 46.83, test_macro_fscore: 39.65, time: 58.62 sec
[2022-06-20 22:12:12,374][run.py][line:158][INFO] Epoch: 10, train_loss: 0.1282, train_acc: 95.62, train_micro_fscore: 86.07, train_macro_fscore: 78.23, valid_loss: 0.2833, valid_acc: 91.14, valid_micro_fscore: 61.69, valid_macro_fscore: 46.22, test_loss: 1.3384, test_acc: 50.62, test_micro_fscore: 44.83, test_macro_fscore: 36.24, time: 58.12 sec
[2022-06-20 22:13:36,123][run.py][line:158][INFO] Epoch: 11, train_loss: 0.1273, train_acc: 95.55, train_micro_fscore: 85.85, train_macro_fscore: 77.62, valid_loss: 0.2841, valid_acc: 91.56, valid_micro_fscore: 60.6, valid_macro_fscore: 46.48, test_loss: 1.4117, test_acc: 43.77, test_micro_fscore: 36.64, test_macro_fscore: 33.67, time: 83.75 sec
