[2022-06-11 01:26:19,590][run.py][line:117][INFO] start training on GPU 0!
[2022-06-11 01:26:19,590][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='MELD', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=5e-05, dropout=0.0, batch_size=16, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-11 01:26:31,037][run.py][line:172][INFO] Epoch: 1, train_loss: 1.5329, train_acc: 45.85, train_fscore: 32.57, valid_loss: 1.7575, valid_acc: 44.54, valid_fscore: 36.41, test_loss: 1.6011, test_acc: 50.0, test_fscore: 42.35, time: 5.28 sec
[2022-06-11 01:26:34,671][run.py][line:172][INFO] Epoch: 2, train_loss: 0.62, train_acc: 78.03, train_fscore: 73.75, valid_loss: 1.6319, valid_acc: 59.96, valid_fscore: 56.98, test_loss: 1.6965, test_acc: 61.19, test_fscore: 58.89, time: 3.63 sec
[2022-06-11 01:26:38,395][run.py][line:172][INFO] Epoch: 3, train_loss: 0.3166, train_acc: 90.15, train_fscore: 88.21, valid_loss: 1.6193, valid_acc: 61.95, valid_fscore: 60.32, test_loss: 1.7302, test_acc: 62.26, test_fscore: 61.19, time: 3.72 sec
[2022-06-11 01:26:43,066][run.py][line:172][INFO] Epoch: 4, train_loss: 0.2216, train_acc: 93.48, train_fscore: 93.23, valid_loss: 1.7984, valid_acc: 62.49, valid_fscore: 61.25, test_loss: 1.9007, test_acc: 62.61, test_fscore: 61.93, time: 4.67 sec
[2022-06-11 01:26:47,033][run.py][line:172][INFO] Epoch: 5, train_loss: 0.2036, train_acc: 94.84, train_fscore: 94.74, valid_loss: 1.5591, valid_acc: 62.31, valid_fscore: 61.73, test_loss: 1.7061, test_acc: 62.49, test_fscore: 62.28, time: 3.97 sec
[2022-06-11 01:26:50,314][run.py][line:172][INFO] Epoch: 6, train_loss: 0.1815, train_acc: 95.82, train_fscore: 95.83, valid_loss: 1.7109, valid_acc: 63.21, valid_fscore: 62.48, test_loss: 1.8058, test_acc: 63.87, test_fscore: 63.52, time: 3.28 sec
[2022-06-11 01:26:57,469][run.py][line:172][INFO] Epoch: 7, train_loss: 0.1701, train_acc: 95.98, train_fscore: 96.0, valid_loss: 1.5017, valid_acc: 62.94, valid_fscore: 62.41, test_loss: 1.6938, test_acc: 62.61, test_fscore: 62.53, time: 7.15 sec
[2022-06-11 01:27:03,157][run.py][line:172][INFO] Epoch: 8, train_loss: 0.1597, train_acc: 96.15, train_fscore: 96.16, valid_loss: 1.8502, valid_acc: 63.3, valid_fscore: 62.72, test_loss: 1.8339, test_acc: 63.3, test_fscore: 63.1, time: 5.69 sec
[2022-06-11 01:27:10,519][run.py][line:172][INFO] Epoch: 9, train_loss: 0.1552, train_acc: 96.16, train_fscore: 96.17, valid_loss: 1.5262, valid_acc: 63.93, valid_fscore: 63.21, test_loss: 1.6492, test_acc: 63.75, test_fscore: 63.44, time: 7.36 sec
[2022-06-11 01:27:18,423][run.py][line:172][INFO] Epoch: 10, train_loss: 0.1522, train_acc: 96.34, train_fscore: 96.35, valid_loss: 1.7846, valid_acc: 62.76, valid_fscore: 62.65, test_loss: 1.8611, test_acc: 61.99, test_fscore: 62.16, time: 7.9 sec
[2022-06-11 01:27:24,344][run.py][line:172][INFO] Epoch: 11, train_loss: 0.1495, train_acc: 96.27, train_fscore: 96.28, valid_loss: 1.7503, valid_acc: 63.48, valid_fscore: 62.93, test_loss: 1.8886, test_acc: 62.72, test_fscore: 62.62, time: 5.92 sec
[2022-06-11 01:27:29,974][run.py][line:172][INFO] Epoch: 12, train_loss: 0.1475, train_acc: 96.29, train_fscore: 96.3, valid_loss: 1.7209, valid_acc: 63.84, valid_fscore: 63.05, test_loss: 1.8454, test_acc: 63.75, test_fscore: 63.26, time: 5.63 sec
[2022-06-11 01:27:37,369][run.py][line:172][INFO] Epoch: 13, train_loss: 0.1423, train_acc: 96.4, train_fscore: 96.41, valid_loss: 1.7045, valid_acc: 63.48, valid_fscore: 62.95, test_loss: 1.7836, test_acc: 63.49, test_fscore: 63.17, time: 7.39 sec
[2022-06-11 01:27:42,301][run.py][line:172][INFO] Epoch: 14, train_loss: 0.1399, train_acc: 96.44, train_fscore: 96.45, valid_loss: 1.7136, valid_acc: 63.12, valid_fscore: 62.23, test_loss: 1.8816, test_acc: 63.37, test_fscore: 62.88, time: 4.93 sec
[2022-06-11 01:27:48,117][run.py][line:172][INFO] Epoch: 15, train_loss: 0.1374, train_acc: 96.54, train_fscore: 96.54, valid_loss: 1.7849, valid_acc: 63.57, valid_fscore: 63.03, test_loss: 1.8926, test_acc: 63.3, test_fscore: 63.01, time: 5.82 sec
[2022-06-11 01:27:54,990][run.py][line:172][INFO] Epoch: 16, train_loss: 0.1354, train_acc: 96.59, train_fscore: 96.59, valid_loss: 1.8205, valid_acc: 63.3, valid_fscore: 62.57, test_loss: 1.9192, test_acc: 63.14, test_fscore: 62.78, time: 6.87 sec
[2022-06-11 01:27:58,692][run.py][line:172][INFO] Epoch: 17, train_loss: 0.1295, train_acc: 96.61, train_fscore: 96.61, valid_loss: 1.7127, valid_acc: 63.57, valid_fscore: 63.03, test_loss: 1.8086, test_acc: 62.61, test_fscore: 62.4, time: 3.7 sec
[2022-06-11 01:28:03,750][run.py][line:172][INFO] Epoch: 18, train_loss: 0.1287, train_acc: 96.65, train_fscore: 96.65, valid_loss: 1.6691, valid_acc: 62.76, valid_fscore: 62.2, test_loss: 1.8643, test_acc: 62.91, test_fscore: 62.71, time: 5.06 sec
