[2022-06-11 08:16:57,607][run.py][line:117][INFO] start training on GPU 0!
[2022-06-11 08:16:57,608][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='MELD', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=2e-05, dropout=0.1, batch_size=32, epochs=70, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-11 08:17:09,259][run.py][line:172][INFO] Epoch: 1, train_loss: 1.9208, train_acc: 36.16, train_fscore: 27.59, valid_loss: 1.9029, valid_acc: 42.38, valid_fscore: 25.23, test_loss: 1.8959, test_acc: 48.12, test_fscore: 31.27, time: 3.38 sec
[2022-06-11 08:17:11,350][run.py][line:172][INFO] Epoch: 2, train_loss: 1.8197, train_acc: 47.15, train_fscore: 30.22, valid_loss: 1.7267, valid_acc: 42.38, valid_fscore: 25.23, test_loss: 1.683, test_acc: 48.12, test_fscore: 31.27, time: 2.09 sec
[2022-06-11 08:17:13,721][run.py][line:172][INFO] Epoch: 3, train_loss: 1.2679, train_acc: 47.15, train_fscore: 30.22, valid_loss: 1.6465, valid_acc: 42.38, valid_fscore: 25.23, test_loss: 1.5154, test_acc: 48.12, test_fscore: 31.27, time: 2.37 sec
[2022-06-11 08:17:16,038][run.py][line:172][INFO] Epoch: 4, train_loss: 1.0029, train_acc: 56.52, train_fscore: 44.29, valid_loss: 1.6366, valid_acc: 44.72, valid_fscore: 36.99, test_loss: 1.54, test_acc: 50.11, test_fscore: 42.93, time: 2.32 sec
[2022-06-11 08:17:18,339][run.py][line:172][INFO] Epoch: 5, train_loss: 0.7416, train_acc: 73.16, train_fscore: 68.79, valid_loss: 1.729, valid_acc: 57.53, valid_fscore: 53.57, test_loss: 1.6835, test_acc: 59.39, test_fscore: 56.54, time: 2.3 sec
[2022-06-11 08:17:20,574][run.py][line:172][INFO] Epoch: 6, train_loss: 0.5425, train_acc: 84.12, train_fscore: 79.91, valid_loss: 1.7203, valid_acc: 59.6, valid_fscore: 55.22, test_loss: 1.7083, test_acc: 60.19, test_fscore: 57.21, time: 2.24 sec
[2022-06-11 08:17:22,626][run.py][line:172][INFO] Epoch: 7, train_loss: 0.4084, train_acc: 85.76, train_fscore: 81.9, valid_loss: 1.6518, valid_acc: 61.41, valid_fscore: 58.9, test_loss: 1.6892, test_acc: 62.15, test_fscore: 60.39, time: 2.05 sec
[2022-06-11 08:17:24,970][run.py][line:172][INFO] Epoch: 8, train_loss: 0.3564, train_acc: 90.16, train_fscore: 88.09, valid_loss: 1.6603, valid_acc: 62.94, valid_fscore: 61.04, test_loss: 1.683, test_acc: 62.22, test_fscore: 60.97, time: 2.34 sec
[2022-06-11 08:17:27,164][run.py][line:172][INFO] Epoch: 9, train_loss: 0.3116, train_acc: 90.43, train_fscore: 88.48, valid_loss: 1.7081, valid_acc: 62.85, valid_fscore: 61.05, test_loss: 1.7633, test_acc: 62.53, test_fscore: 61.28, time: 2.19 sec
[2022-06-11 08:17:31,905][run.py][line:172][INFO] Epoch: 10, train_loss: 0.2784, train_acc: 90.82, train_fscore: 88.92, valid_loss: 1.6998, valid_acc: 62.4, valid_fscore: 60.62, test_loss: 1.7737, test_acc: 62.41, test_fscore: 61.31, time: 4.74 sec
[2022-06-11 08:17:36,956][run.py][line:172][INFO] Epoch: 11, train_loss: 0.2413, train_acc: 93.25, train_fscore: 92.86, valid_loss: 1.7248, valid_acc: 62.85, valid_fscore: 61.77, test_loss: 1.8198, test_acc: 63.37, test_fscore: 62.61, time: 5.05 sec
