[2022-06-11 10:31:19,054][run.py][line:117][INFO] start training on GPU 0!
[2022-06-11 10:31:19,054][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='MELD', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=5e-05, dropout=0.4, batch_size=32, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-11 10:31:30,408][run.py][line:172][INFO] Epoch: 1, train_loss: 1.858, train_acc: 41.89, train_fscore: 28.98, valid_loss: 1.6976, valid_acc: 42.38, valid_fscore: 25.23, test_loss: 1.6534, test_acc: 48.12, test_fscore: 31.27, time: 5.61 sec
[2022-06-11 10:31:32,615][run.py][line:172][INFO] Epoch: 2, train_loss: 1.1769, train_acc: 48.4, train_fscore: 32.94, valid_loss: 1.7306, valid_acc: 44.63, valid_fscore: 35.86, test_loss: 1.6378, test_acc: 50.31, test_fscore: 41.97, time: 2.21 sec
[2022-06-11 10:31:35,856][run.py][line:172][INFO] Epoch: 3, train_loss: 0.8089, train_acc: 67.32, train_fscore: 61.57, valid_loss: 1.9696, valid_acc: 54.73, valid_fscore: 51.33, test_loss: 1.9522, test_acc: 58.28, test_fscore: 55.6, time: 3.24 sec
[2022-06-11 10:31:37,882][run.py][line:172][INFO] Epoch: 4, train_loss: 0.517, train_acc: 81.76, train_fscore: 77.75, valid_loss: 1.7944, valid_acc: 58.97, valid_fscore: 54.77, test_loss: 1.8131, test_acc: 60.96, test_fscore: 57.88, time: 2.03 sec
[2022-06-11 10:31:39,730][run.py][line:172][INFO] Epoch: 5, train_loss: 0.3718, train_acc: 88.56, train_fscore: 86.34, valid_loss: 1.7369, valid_acc: 62.13, valid_fscore: 60.46, test_loss: 1.7747, test_acc: 62.3, test_fscore: 61.17, time: 1.85 sec
[2022-06-11 10:31:41,565][run.py][line:172][INFO] Epoch: 6, train_loss: 0.3061, train_acc: 90.58, train_fscore: 88.73, valid_loss: 1.8633, valid_acc: 62.49, valid_fscore: 60.95, test_loss: 1.9358, test_acc: 62.34, test_fscore: 61.29, time: 1.83 sec
[2022-06-11 10:31:43,401][run.py][line:172][INFO] Epoch: 7, train_loss: 0.2524, train_acc: 92.46, train_fscore: 91.59, valid_loss: 1.7601, valid_acc: 62.85, valid_fscore: 61.95, test_loss: 1.8775, test_acc: 62.26, test_fscore: 61.96, time: 1.84 sec
[2022-06-11 10:31:45,288][run.py][line:172][INFO] Epoch: 8, train_loss: 0.2225, train_acc: 93.92, train_fscore: 93.79, valid_loss: 1.839, valid_acc: 62.58, valid_fscore: 61.81, test_loss: 1.881, test_acc: 62.8, test_fscore: 62.45, time: 1.89 sec
[2022-06-11 10:31:47,150][run.py][line:172][INFO] Epoch: 9, train_loss: 0.2103, train_acc: 94.38, train_fscore: 94.21, valid_loss: 1.7663, valid_acc: 62.67, valid_fscore: 61.86, test_loss: 1.8489, test_acc: 63.26, test_fscore: 62.84, time: 1.86 sec
[2022-06-11 10:31:49,254][run.py][line:172][INFO] Epoch: 10, train_loss: 0.2074, train_acc: 95.01, train_fscore: 94.95, valid_loss: 1.7743, valid_acc: 62.76, valid_fscore: 61.99, test_loss: 1.8868, test_acc: 62.8, test_fscore: 62.35, time: 2.1 sec
[2022-06-11 10:31:51,291][run.py][line:172][INFO] Epoch: 11, train_loss: 0.1912, train_acc: 95.55, train_fscore: 95.52, valid_loss: 1.8266, valid_acc: 62.94, valid_fscore: 62.18, test_loss: 1.9576, test_acc: 63.22, test_fscore: 62.86, time: 2.04 sec
[2022-06-11 10:31:53,411][run.py][line:172][INFO] Epoch: 12, train_loss: 0.1821, train_acc: 95.69, train_fscore: 95.68, valid_loss: 1.7798, valid_acc: 63.03, valid_fscore: 62.39, test_loss: 1.8484, test_acc: 62.45, test_fscore: 62.15, time: 2.12 sec
[2022-06-11 10:31:55,355][run.py][line:172][INFO] Epoch: 13, train_loss: 0.1754, train_acc: 96.0, train_fscore: 95.99, valid_loss: 1.7003, valid_acc: 63.21, valid_fscore: 62.49, test_loss: 1.8048, test_acc: 63.64, test_fscore: 63.21, time: 1.94 sec
[2022-06-11 10:31:57,517][run.py][line:172][INFO] Epoch: 14, train_loss: 0.1792, train_acc: 96.03, train_fscore: 96.03, valid_loss: 1.6527, valid_acc: 63.12, valid_fscore: 62.45, test_loss: 1.77, test_acc: 63.22, test_fscore: 62.97, time: 2.16 sec
[2022-06-11 10:32:00,172][run.py][line:172][INFO] Epoch: 15, train_loss: 0.1685, train_acc: 96.23, train_fscore: 96.23, valid_loss: 1.7729, valid_acc: 63.21, valid_fscore: 62.58, test_loss: 1.8459, test_acc: 63.07, test_fscore: 62.83, time: 2.65 sec
[2022-06-11 10:32:03,382][run.py][line:172][INFO] Epoch: 16, train_loss: 0.1633, train_acc: 96.33, train_fscore: 96.34, valid_loss: 1.8193, valid_acc: 63.12, valid_fscore: 62.38, test_loss: 1.924, test_acc: 63.1, test_fscore: 62.74, time: 3.21 sec
[2022-06-11 10:32:07,749][run.py][line:172][INFO] Epoch: 17, train_loss: 0.1596, train_acc: 96.24, train_fscore: 96.24, valid_loss: 1.7777, valid_acc: 63.3, valid_fscore: 62.68, test_loss: 1.8783, test_acc: 63.03, test_fscore: 62.82, time: 4.37 sec
[2022-06-11 10:32:12,598][run.py][line:172][INFO] Epoch: 18, train_loss: 0.1593, train_acc: 96.34, train_fscore: 96.35, valid_loss: 1.7008, valid_acc: 63.48, valid_fscore: 62.82, test_loss: 1.8205, test_acc: 63.22, test_fscore: 62.92, time: 4.85 sec
[2022-06-11 10:32:16,681][run.py][line:172][INFO] Epoch: 19, train_loss: 0.1572, train_acc: 96.29, train_fscore: 96.3, valid_loss: 1.8323, valid_acc: 63.48, valid_fscore: 62.89, test_loss: 1.9363, test_acc: 63.45, test_fscore: 63.22, time: 4.08 sec
[2022-06-11 10:32:19,280][run.py][line:172][INFO] Epoch: 20, train_loss: 0.1569, train_acc: 96.28, train_fscore: 96.29, valid_loss: 1.726, valid_acc: 62.94, valid_fscore: 62.24, test_loss: 1.84, test_acc: 63.07, test_fscore: 62.68, time: 2.6 sec
[2022-06-11 10:32:22,983][run.py][line:172][INFO] Epoch: 21, train_loss: 0.1539, train_acc: 96.34, train_fscore: 96.34, valid_loss: 1.762, valid_acc: 63.21, valid_fscore: 62.53, test_loss: 1.8458, test_acc: 62.84, test_fscore: 62.54, time: 3.7 sec
[2022-06-11 10:32:26,973][run.py][line:172][INFO] Epoch: 22, train_loss: 0.1511, train_acc: 96.44, train_fscore: 96.44, valid_loss: 1.8189, valid_acc: 63.48, valid_fscore: 62.67, test_loss: 1.933, test_acc: 63.37, test_fscore: 62.94, time: 3.99 sec
[2022-06-11 10:32:29,185][run.py][line:172][INFO] Epoch: 23, train_loss: 0.1459, train_acc: 96.38, train_fscore: 96.38, valid_loss: 1.7694, valid_acc: 63.21, valid_fscore: 62.65, test_loss: 1.9127, test_acc: 62.8, test_fscore: 62.69, time: 2.21 sec
[2022-06-11 10:32:31,467][run.py][line:172][INFO] Epoch: 24, train_loss: 0.1451, train_acc: 96.53, train_fscore: 96.54, valid_loss: 1.7552, valid_acc: 63.12, valid_fscore: 62.46, test_loss: 1.8461, test_acc: 63.14, test_fscore: 62.91, time: 2.28 sec
[2022-06-11 10:32:33,671][run.py][line:172][INFO] Epoch: 25, train_loss: 0.1471, train_acc: 96.43, train_fscore: 96.43, valid_loss: 1.7701, valid_acc: 62.94, valid_fscore: 62.23, test_loss: 1.8888, test_acc: 62.8, test_fscore: 62.49, time: 2.2 sec
[2022-06-11 10:32:36,222][run.py][line:172][INFO] Epoch: 26, train_loss: 0.1395, train_acc: 96.53, train_fscore: 96.54, valid_loss: 1.8399, valid_acc: 62.58, valid_fscore: 61.9, test_loss: 1.9635, test_acc: 62.61, test_fscore: 62.38, time: 2.55 sec
[2022-06-11 10:32:38,510][run.py][line:172][INFO] Epoch: 27, train_loss: 0.1389, train_acc: 96.65, train_fscore: 96.65, valid_loss: 1.7663, valid_acc: 62.58, valid_fscore: 62.1, test_loss: 1.8748, test_acc: 62.64, test_fscore: 62.55, time: 2.29 sec
[2022-06-11 10:32:40,920][run.py][line:172][INFO] Epoch: 28, train_loss: 0.1368, train_acc: 96.68, train_fscore: 96.68, valid_loss: 1.7763, valid_acc: 63.12, valid_fscore: 62.63, test_loss: 1.8421, test_acc: 62.34, test_fscore: 62.29, time: 2.41 sec
[2022-06-11 10:32:44,762][run.py][line:172][INFO] Epoch: 29, train_loss: 0.1344, train_acc: 96.8, train_fscore: 96.8, valid_loss: 1.8117, valid_acc: 62.94, valid_fscore: 62.23, test_loss: 1.9331, test_acc: 62.87, test_fscore: 62.62, time: 3.84 sec
[2022-06-11 10:32:47,763][run.py][line:172][INFO] Epoch: 30, train_loss: 0.1341, train_acc: 96.81, train_fscore: 96.81, valid_loss: 1.908, valid_acc: 63.39, valid_fscore: 62.66, test_loss: 2.0237, test_acc: 63.41, test_fscore: 63.04, time: 3.0 sec
[2022-06-11 10:32:50,382][run.py][line:172][INFO] Epoch: 31, train_loss: 0.1309, train_acc: 96.8, train_fscore: 96.81, valid_loss: 1.9515, valid_acc: 62.76, valid_fscore: 62.1, test_loss: 2.0128, test_acc: 62.61, test_fscore: 62.39, time: 2.62 sec
[2022-06-11 10:32:54,292][run.py][line:172][INFO] Epoch: 32, train_loss: 0.1305, train_acc: 96.86, train_fscore: 96.86, valid_loss: 1.8383, valid_acc: 62.4, valid_fscore: 61.67, test_loss: 1.9436, test_acc: 62.45, test_fscore: 62.11, time: 3.91 sec
[2022-06-11 10:32:58,203][run.py][line:172][INFO] Epoch: 33, train_loss: 0.1255, train_acc: 96.81, train_fscore: 96.81, valid_loss: 1.8618, valid_acc: 62.85, valid_fscore: 62.08, test_loss: 1.9724, test_acc: 62.61, test_fscore: 62.27, time: 3.91 sec
[2022-06-11 10:33:00,452][run.py][line:172][INFO] Epoch: 34, train_loss: 0.121, train_acc: 97.01, train_fscore: 97.01, valid_loss: 1.911, valid_acc: 62.76, valid_fscore: 62.1, test_loss: 1.9844, test_acc: 62.87, test_fscore: 62.63, time: 2.25 sec
[2022-06-11 10:33:04,795][run.py][line:172][INFO] Epoch: 35, train_loss: 0.1204, train_acc: 97.01, train_fscore: 97.01, valid_loss: 1.8973, valid_acc: 62.31, valid_fscore: 61.55, test_loss: 2.0028, test_acc: 62.64, test_fscore: 62.17, time: 4.34 sec
[2022-06-11 10:33:07,054][run.py][line:172][INFO] Epoch: 36, train_loss: 0.1169, train_acc: 96.98, train_fscore: 96.98, valid_loss: 2.0412, valid_acc: 62.85, valid_fscore: 62.24, test_loss: 2.06, test_acc: 62.22, test_fscore: 62.07, time: 2.26 sec
[2022-06-11 10:33:10,692][run.py][line:172][INFO] Epoch: 37, train_loss: 0.1171, train_acc: 96.97, train_fscore: 96.97, valid_loss: 1.9152, valid_acc: 62.85, valid_fscore: 62.35, test_loss: 2.0271, test_acc: 62.26, test_fscore: 62.2, time: 3.64 sec
[2022-06-11 10:33:15,571][run.py][line:172][INFO] Epoch: 38, train_loss: 0.1136, train_acc: 97.12, train_fscore: 97.12, valid_loss: 1.9605, valid_acc: 62.67, valid_fscore: 62.28, test_loss: 2.0913, test_acc: 61.99, test_fscore: 62.01, time: 4.88 sec
[2022-06-11 10:33:20,362][run.py][line:172][INFO] Epoch: 39, train_loss: 0.1098, train_acc: 97.28, train_fscore: 97.28, valid_loss: 1.9755, valid_acc: 63.12, valid_fscore: 62.49, test_loss: 2.1144, test_acc: 62.49, test_fscore: 62.17, time: 4.79 sec
[2022-06-11 10:33:25,110][run.py][line:172][INFO] Epoch: 40, train_loss: 0.1106, train_acc: 97.17, train_fscore: 97.17, valid_loss: 2.0433, valid_acc: 62.58, valid_fscore: 61.97, test_loss: 2.1485, test_acc: 62.49, test_fscore: 62.17, time: 4.75 sec
[2022-06-11 10:33:29,807][run.py][line:172][INFO] Epoch: 41, train_loss: 0.1036, train_acc: 97.34, train_fscore: 97.34, valid_loss: 1.9532, valid_acc: 62.49, valid_fscore: 61.95, test_loss: 2.0819, test_acc: 61.95, test_fscore: 61.87, time: 4.7 sec
[2022-06-11 10:33:34,431][run.py][line:172][INFO] Epoch: 42, train_loss: 0.1042, train_acc: 97.33, train_fscore: 97.33, valid_loss: 2.049, valid_acc: 62.49, valid_fscore: 62.08, test_loss: 2.1845, test_acc: 62.11, test_fscore: 61.97, time: 4.62 sec
[2022-06-11 10:33:39,283][run.py][line:172][INFO] Epoch: 43, train_loss: 0.1015, train_acc: 97.39, train_fscore: 97.39, valid_loss: 2.0892, valid_acc: 62.76, valid_fscore: 62.06, test_loss: 2.2099, test_acc: 62.49, test_fscore: 62.15, time: 4.85 sec
[2022-06-11 10:33:44,046][run.py][line:172][INFO] Epoch: 44, train_loss: 0.0988, train_acc: 97.65, train_fscore: 97.65, valid_loss: 2.11, valid_acc: 62.58, valid_fscore: 62.0, test_loss: 2.1742, test_acc: 61.95, test_fscore: 61.76, time: 4.76 sec
[2022-06-11 10:33:49,180][run.py][line:172][INFO] Epoch: 45, train_loss: 0.0958, train_acc: 97.55, train_fscore: 97.55, valid_loss: 2.1142, valid_acc: 62.4, valid_fscore: 61.92, test_loss: 2.2556, test_acc: 62.11, test_fscore: 61.99, time: 5.13 sec
[2022-06-11 10:33:52,167][run.py][line:172][INFO] Epoch: 46, train_loss: 0.0916, train_acc: 97.71, train_fscore: 97.71, valid_loss: 2.1983, valid_acc: 62.94, valid_fscore: 62.29, test_loss: 2.3691, test_acc: 61.95, test_fscore: 61.71, time: 2.99 sec
[2022-06-11 10:33:55,344][run.py][line:172][INFO] Epoch: 47, train_loss: 0.0912, train_acc: 97.67, train_fscore: 97.67, valid_loss: 2.1849, valid_acc: 62.76, valid_fscore: 62.06, test_loss: 2.3245, test_acc: 62.3, test_fscore: 62.01, time: 3.18 sec
[2022-06-11 10:33:58,219][run.py][line:172][INFO] Epoch: 48, train_loss: 0.0864, train_acc: 97.67, train_fscore: 97.67, valid_loss: 2.2771, valid_acc: 62.85, valid_fscore: 62.37, test_loss: 2.4404, test_acc: 62.11, test_fscore: 62.0, time: 2.88 sec
