[2022-06-11 06:33:25,450][run.py][line:117][INFO] start training on GPU 0!
[2022-06-11 06:33:25,450][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='IEMOCAP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0004, dropout=0.9, batch_size=16, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-11 06:33:35,729][run.py][line:172][INFO] Epoch: 1, train_loss: 1.7803, train_acc: 20.03, train_fscore: 18.09, valid_loss: 1.724, valid_acc: 28.67, valid_fscore: 19.78, test_loss: 1.7425, test_acc: 33.42, test_fscore: 21.87, time: 5.92 sec
[2022-06-11 06:33:44,791][run.py][line:172][INFO] Epoch: 2, train_loss: 1.651, train_acc: 25.47, train_fscore: 16.57, valid_loss: 1.6081, valid_acc: 24.08, valid_fscore: 15.69, test_loss: 1.6125, test_acc: 31.07, test_fscore: 19.61, time: 9.06 sec
[2022-06-11 06:33:49,990][run.py][line:172][INFO] Epoch: 3, train_loss: 1.5309, train_acc: 26.5, train_fscore: 16.35, valid_loss: 1.4851, valid_acc: 37.76, valid_fscore: 25.78, test_loss: 1.5252, test_acc: 37.55, test_fscore: 24.71, time: 5.2 sec
[2022-06-11 06:33:53,598][run.py][line:172][INFO] Epoch: 4, train_loss: 1.3915, train_acc: 37.04, train_fscore: 25.21, valid_loss: 1.2833, valid_acc: 37.96, valid_fscore: 25.89, test_loss: 1.4035, test_acc: 38.04, test_fscore: 24.81, time: 3.61 sec
[2022-06-11 06:33:58,578][run.py][line:172][INFO] Epoch: 5, train_loss: 1.2726, train_acc: 46.32, train_fscore: 38.0, valid_loss: 1.3171, valid_acc: 45.51, valid_fscore: 34.82, test_loss: 1.4054, test_acc: 50.37, test_fscore: 40.68, time: 4.98 sec
[2022-06-11 06:34:08,997][run.py][line:172][INFO] Epoch: 6, train_loss: 1.1434, train_acc: 55.5, train_fscore: 49.35, valid_loss: 1.2448, valid_acc: 56.12, valid_fscore: 53.73, test_loss: 1.2151, test_acc: 59.43, test_fscore: 55.86, time: 10.42 sec
[2022-06-11 06:34:14,878][run.py][line:172][INFO] Epoch: 7, train_loss: 0.9965, train_acc: 61.09, train_fscore: 57.37, valid_loss: 1.0221, valid_acc: 63.98, valid_fscore: 61.09, test_loss: 1.0488, test_acc: 63.87, test_fscore: 60.54, time: 5.88 sec
[2022-06-11 06:34:18,475][run.py][line:172][INFO] Epoch: 8, train_loss: 0.8753, train_acc: 68.46, train_fscore: 66.73, valid_loss: 1.0987, valid_acc: 64.69, valid_fscore: 62.21, test_loss: 0.9601, test_acc: 66.21, test_fscore: 62.98, time: 3.6 sec
[2022-06-11 06:34:22,123][run.py][line:172][INFO] Epoch: 9, train_loss: 0.8469, train_acc: 70.93, train_fscore: 68.82, valid_loss: 1.0697, valid_acc: 64.29, valid_fscore: 62.13, test_loss: 1.0156, test_acc: 64.92, test_fscore: 61.76, time: 3.65 sec
[2022-06-11 06:34:26,081][run.py][line:172][INFO] Epoch: 10, train_loss: 0.7859, train_acc: 73.32, train_fscore: 70.51, valid_loss: 1.0655, valid_acc: 64.69, valid_fscore: 62.4, test_loss: 0.9413, test_acc: 65.54, test_fscore: 62.4, time: 3.96 sec
[2022-06-11 06:34:34,843][run.py][line:172][INFO] Epoch: 11, train_loss: 0.7699, train_acc: 74.55, train_fscore: 71.94, valid_loss: 1.0862, valid_acc: 64.39, valid_fscore: 62.52, test_loss: 1.004, test_acc: 65.41, test_fscore: 62.51, time: 8.76 sec
