[2022-06-10 14:06:28,408][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 14:06:28,408][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='IEMOCAP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0006, dropout=0.0, batch_size=8, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 14:06:42,238][run.py][line:172][INFO] Epoch: 1, train_loss: 1.593, train_acc: 28.97, train_fscore: 20.45, valid_loss: 1.2403, valid_acc: 47.65, valid_fscore: 41.03, test_loss: 1.304, test_acc: 47.47, test_fscore: 39.98, time: 7.53 sec
[2022-06-10 14:06:46,905][run.py][line:172][INFO] Epoch: 2, train_loss: 0.9056, train_acc: 67.18, train_fscore: 66.93, valid_loss: 1.0253, valid_acc: 63.27, valid_fscore: 61.15, test_loss: 1.145, test_acc: 63.87, test_fscore: 61.04, time: 4.67 sec
[2022-06-10 14:06:53,865][run.py][line:172][INFO] Epoch: 3, train_loss: 0.7809, train_acc: 70.82, train_fscore: 68.04, valid_loss: 1.4713, valid_acc: 56.94, valid_fscore: 55.16, test_loss: 1.1005, test_acc: 63.5, test_fscore: 59.94, time: 6.96 sec
[2022-06-10 14:06:58,776][run.py][line:172][INFO] Epoch: 4, train_loss: 0.6921, train_acc: 73.55, train_fscore: 73.38, valid_loss: 1.2323, valid_acc: 63.37, valid_fscore: 61.73, test_loss: 1.0798, test_acc: 65.91, test_fscore: 63.08, time: 4.91 sec
[2022-06-10 14:07:03,661][run.py][line:172][INFO] Epoch: 5, train_loss: 0.6082, train_acc: 80.22, train_fscore: 80.04, valid_loss: 1.2079, valid_acc: 62.65, valid_fscore: 63.06, test_loss: 0.9986, test_acc: 65.41, test_fscore: 65.58, time: 4.88 sec
[2022-06-10 14:07:08,093][run.py][line:172][INFO] Epoch: 6, train_loss: 0.5625, train_acc: 82.71, train_fscore: 82.69, valid_loss: 1.1657, valid_acc: 61.63, valid_fscore: 62.51, test_loss: 1.0241, test_acc: 66.46, test_fscore: 66.62, time: 4.43 sec
[2022-06-10 14:07:12,573][run.py][line:172][INFO] Epoch: 7, train_loss: 0.5516, train_acc: 83.07, train_fscore: 83.05, valid_loss: 1.1259, valid_acc: 64.18, valid_fscore: 64.31, test_loss: 1.0944, test_acc: 66.34, test_fscore: 66.26, time: 4.48 sec
[2022-06-10 14:07:17,177][run.py][line:172][INFO] Epoch: 8, train_loss: 0.5251, train_acc: 83.36, train_fscore: 83.34, valid_loss: 1.0534, valid_acc: 64.29, valid_fscore: 64.23, test_loss: 1.0066, test_acc: 66.65, test_fscore: 66.41, time: 4.6 sec
[2022-06-10 14:07:21,522][run.py][line:172][INFO] Epoch: 9, train_loss: 0.5149, train_acc: 83.19, train_fscore: 83.22, valid_loss: 0.9688, valid_acc: 64.9, valid_fscore: 64.91, test_loss: 0.9865, test_acc: 66.77, test_fscore: 66.47, time: 4.34 sec
[2022-06-10 14:07:26,002][run.py][line:172][INFO] Epoch: 10, train_loss: 0.5126, train_acc: 83.26, train_fscore: 83.23, valid_loss: 1.1486, valid_acc: 63.27, valid_fscore: 63.89, test_loss: 1.0058, test_acc: 67.02, test_fscore: 67.21, time: 4.48 sec
[2022-06-10 14:07:32,695][run.py][line:172][INFO] Epoch: 11, train_loss: 0.4866, train_acc: 84.22, train_fscore: 84.2, valid_loss: 1.064, valid_acc: 65.51, valid_fscore: 66.05, test_loss: 0.9872, test_acc: 66.09, test_fscore: 66.13, time: 6.69 sec
