[2022-06-10 18:00:35,014][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 18:00:35,014][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='IEMOCAP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0007, dropout=0.4, batch_size=8, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 18:00:49,820][run.py][line:172][INFO] Epoch: 1, train_loss: 1.5718, train_acc: 28.88, train_fscore: 22.69, valid_loss: 1.5281, valid_acc: 44.29, valid_fscore: 31.66, test_loss: 1.7197, test_acc: 46.24, test_fscore: 35.03, time: 9.3 sec
[2022-06-10 18:01:01,676][run.py][line:172][INFO] Epoch: 2, train_loss: 0.9826, train_acc: 56.74, train_fscore: 56.12, valid_loss: 1.1266, valid_acc: 62.35, valid_fscore: 60.41, test_loss: 1.2357, test_acc: 61.9, test_fscore: 59.05, time: 11.86 sec
[2022-06-10 18:01:12,589][run.py][line:172][INFO] Epoch: 3, train_loss: 0.7329, train_acc: 73.11, train_fscore: 72.29, valid_loss: 1.32, valid_acc: 61.63, valid_fscore: 59.68, test_loss: 1.0131, test_acc: 65.29, test_fscore: 62.14, time: 10.91 sec
[2022-06-10 18:01:18,000][run.py][line:172][INFO] Epoch: 4, train_loss: 0.7104, train_acc: 75.28, train_fscore: 72.37, valid_loss: 1.0738, valid_acc: 64.69, valid_fscore: 62.74, test_loss: 1.0, test_acc: 65.97, test_fscore: 62.93, time: 5.41 sec
[2022-06-10 18:01:22,936][run.py][line:172][INFO] Epoch: 5, train_loss: 0.6629, train_acc: 76.64, train_fscore: 73.73, valid_loss: 1.0467, valid_acc: 65.0, valid_fscore: 62.87, test_loss: 0.9692, test_acc: 67.39, test_fscore: 64.35, time: 4.94 sec
[2022-06-10 18:01:29,153][run.py][line:172][INFO] Epoch: 6, train_loss: 0.6359, train_acc: 77.38, train_fscore: 74.82, valid_loss: 1.1372, valid_acc: 62.55, valid_fscore: 63.42, test_loss: 1.0524, test_acc: 65.35, test_fscore: 65.41, time: 6.22 sec
[2022-06-10 18:01:38,485][run.py][line:172][INFO] Epoch: 7, train_loss: 0.6106, train_acc: 78.36, train_fscore: 76.5, valid_loss: 1.1523, valid_acc: 64.39, valid_fscore: 63.99, test_loss: 1.1248, test_acc: 65.17, test_fscore: 63.27, time: 9.33 sec
[2022-06-10 18:01:47,130][run.py][line:172][INFO] Epoch: 8, train_loss: 0.5535, train_acc: 82.88, train_fscore: 82.83, valid_loss: 1.2255, valid_acc: 65.2, valid_fscore: 65.6, test_loss: 1.1095, test_acc: 66.21, test_fscore: 65.92, time: 8.64 sec
[2022-06-10 18:01:58,810][run.py][line:172][INFO] Epoch: 9, train_loss: 0.5146, train_acc: 83.53, train_fscore: 83.53, valid_loss: 1.0453, valid_acc: 64.8, valid_fscore: 65.08, test_loss: 1.0218, test_acc: 66.34, test_fscore: 65.87, time: 11.68 sec
[2022-06-10 18:02:03,652][run.py][line:172][INFO] Epoch: 10, train_loss: 0.5073, train_acc: 83.42, train_fscore: 83.41, valid_loss: 1.2034, valid_acc: 62.24, valid_fscore: 63.01, test_loss: 1.0114, test_acc: 66.89, test_fscore: 66.88, time: 4.84 sec
[2022-06-10 18:02:07,952][run.py][line:172][INFO] Epoch: 11, train_loss: 0.505, train_acc: 83.72, train_fscore: 83.68, valid_loss: 1.1448, valid_acc: 63.98, valid_fscore: 64.57, test_loss: 1.0527, test_acc: 66.4, test_fscore: 66.5, time: 4.3 sec
