[2022-06-10 21:31:58,210][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 21:31:58,211][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='IEMOCAP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0004, dropout=0.8, batch_size=8, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 21:32:11,772][run.py][line:172][INFO] Epoch: 1, train_loss: 1.7361, train_acc: 21.85, train_fscore: 16.64, valid_loss: 1.4985, valid_acc: 34.9, valid_fscore: 21.22, test_loss: 1.5819, test_acc: 25.65, test_fscore: 13.29, time: 8.12 sec
[2022-06-10 21:32:16,794][run.py][line:172][INFO] Epoch: 2, train_loss: 1.3556, train_acc: 38.15, train_fscore: 30.92, valid_loss: 1.3052, valid_acc: 45.41, valid_fscore: 36.76, test_loss: 1.4541, test_acc: 45.81, test_fscore: 37.12, time: 5.02 sec
[2022-06-10 21:32:21,139][run.py][line:172][INFO] Epoch: 3, train_loss: 1.0134, train_acc: 59.13, train_fscore: 55.9, valid_loss: 1.2274, valid_acc: 63.27, valid_fscore: 61.09, test_loss: 1.0655, test_acc: 65.97, test_fscore: 62.7, time: 4.35 sec
[2022-06-10 21:32:25,497][run.py][line:172][INFO] Epoch: 4, train_loss: 0.7815, train_acc: 71.35, train_fscore: 68.5, valid_loss: 1.0391, valid_acc: 64.8, valid_fscore: 62.6, test_loss: 0.943, test_acc: 66.15, test_fscore: 63.09, time: 4.36 sec
[2022-06-10 21:32:30,001][run.py][line:172][INFO] Epoch: 5, train_loss: 0.7122, train_acc: 75.55, train_fscore: 72.91, valid_loss: 1.0246, valid_acc: 65.31, valid_fscore: 63.1, test_loss: 0.9804, test_acc: 65.72, test_fscore: 62.75, time: 4.5 sec
[2022-06-10 21:32:34,555][run.py][line:172][INFO] Epoch: 6, train_loss: 0.6961, train_acc: 76.66, train_fscore: 75.44, valid_loss: 1.1057, valid_acc: 63.27, valid_fscore: 63.94, test_loss: 1.0238, test_acc: 65.1, test_fscore: 65.19, time: 4.55 sec
[2022-06-10 21:32:39,164][run.py][line:172][INFO] Epoch: 7, train_loss: 0.6722, train_acc: 78.8, train_fscore: 78.25, valid_loss: 1.1336, valid_acc: 63.88, valid_fscore: 64.54, test_loss: 1.0189, test_acc: 64.55, test_fscore: 64.76, time: 4.61 sec
[2022-06-10 21:32:43,674][run.py][line:172][INFO] Epoch: 8, train_loss: 0.6132, train_acc: 81.92, train_fscore: 81.96, valid_loss: 1.116, valid_acc: 66.84, valid_fscore: 66.88, test_loss: 0.9988, test_acc: 66.4, test_fscore: 66.41, time: 4.51 sec
[2022-06-10 21:32:48,262][run.py][line:172][INFO] Epoch: 9, train_loss: 0.6043, train_acc: 82.21, train_fscore: 82.25, valid_loss: 0.9958, valid_acc: 66.53, valid_fscore: 66.71, test_loss: 0.9801, test_acc: 66.21, test_fscore: 66.18, time: 4.59 sec
[2022-06-10 21:32:52,880][run.py][line:172][INFO] Epoch: 10, train_loss: 0.5885, train_acc: 82.36, train_fscore: 82.32, valid_loss: 1.1747, valid_acc: 65.92, valid_fscore: 66.27, test_loss: 1.0393, test_acc: 67.02, test_fscore: 67.12, time: 4.62 sec
[2022-06-10 21:32:57,509][run.py][line:172][INFO] Epoch: 11, train_loss: 0.5706, train_acc: 83.09, train_fscore: 83.09, valid_loss: 1.0812, valid_acc: 65.31, valid_fscore: 65.79, test_loss: 1.0067, test_acc: 66.09, test_fscore: 66.32, time: 4.63 sec
