[2022-06-10 15:39:14,959][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 15:39:14,960][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0001, dropout=0.6, batch_size=64, epochs=100, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 15:39:24,011][run.py][line:172][INFO] Epoch: 1, train_loss: 1.9219, train_acc: 27.81, train_fscore: 15.89, valid_loss: 1.8968, valid_acc: 29.24, valid_fscore: 13.23, test_loss: 1.906, test_acc: 26.28, test_fscore: 10.94, time: 2.41 sec
[2022-06-10 15:39:25,346][run.py][line:172][INFO] Epoch: 2, train_loss: 1.7963, train_acc: 30.54, train_fscore: 14.29, valid_loss: 1.8013, valid_acc: 29.24, valid_fscore: 13.23, test_loss: 1.8667, test_acc: 26.28, test_fscore: 10.94, time: 1.33 sec
[2022-06-10 15:39:26,847][run.py][line:172][INFO] Epoch: 3, train_loss: 1.6042, train_acc: 30.9, train_fscore: 15.1, valid_loss: 1.8002, valid_acc: 32.96, valid_fscore: 21.36, test_loss: 1.8278, test_acc: 32.3, test_fscore: 20.43, time: 1.5 sec
[2022-06-10 15:39:28,274][run.py][line:172][INFO] Epoch: 4, train_loss: 1.4477, train_acc: 43.97, train_fscore: 31.11, valid_loss: 1.8152, valid_acc: 31.92, valid_fscore: 22.86, test_loss: 1.8415, test_acc: 32.45, test_fscore: 22.23, time: 1.43 sec
[2022-06-10 15:39:29,534][run.py][line:172][INFO] Epoch: 5, train_loss: 1.2909, train_acc: 49.25, train_fscore: 39.34, valid_loss: 1.8489, valid_acc: 36.98, valid_fscore: 31.37, test_loss: 1.8147, test_acc: 37.05, test_fscore: 30.65, time: 1.26 sec
[2022-06-10 15:39:31,563][run.py][line:172][INFO] Epoch: 6, train_loss: 1.2274, train_acc: 57.67, train_fscore: 49.94, valid_loss: 1.8671, valid_acc: 37.5, valid_fscore: 31.13, test_loss: 1.8696, test_acc: 35.24, test_fscore: 28.38, time: 2.03 sec
[2022-06-10 15:39:32,762][run.py][line:172][INFO] Epoch: 7, train_loss: 1.1538, train_acc: 57.7, train_fscore: 48.91, valid_loss: 1.8426, valid_acc: 39.66, valid_fscore: 32.25, test_loss: 1.8482, test_acc: 38.03, test_fscore: 30.0, time: 1.2 sec
[2022-06-10 15:39:33,953][run.py][line:172][INFO] Epoch: 8, train_loss: 1.1079, train_acc: 60.2, train_fscore: 51.31, valid_loss: 1.907, valid_acc: 40.18, valid_fscore: 34.37, test_loss: 1.9112, test_acc: 40.66, test_fscore: 33.37, time: 1.19 sec
[2022-06-10 15:39:35,242][run.py][line:172][INFO] Epoch: 9, train_loss: 1.0832, train_acc: 64.8, train_fscore: 56.53, valid_loss: 1.8563, valid_acc: 40.62, valid_fscore: 34.78, test_loss: 1.8696, test_acc: 40.66, test_fscore: 33.36, time: 1.29 sec
[2022-06-10 15:39:36,630][run.py][line:172][INFO] Epoch: 10, train_loss: 1.012, train_acc: 65.31, train_fscore: 57.64, valid_loss: 1.9577, valid_acc: 39.66, valid_fscore: 34.37, test_loss: 1.9373, test_acc: 40.21, test_fscore: 33.69, time: 1.39 sec
[2022-06-10 15:39:37,993][run.py][line:172][INFO] Epoch: 11, train_loss: 0.9956, train_acc: 67.32, train_fscore: 62.25, valid_loss: 1.9705, valid_acc: 40.7, valid_fscore: 37.03, test_loss: 1.9337, test_acc: 40.66, test_fscore: 36.32, time: 1.36 sec
