[2022-06-11 01:21:27,378][run.py][line:117][INFO] start training on GPU 0!
[2022-06-11 01:21:27,378][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0004, dropout=0.5, batch_size=16, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-11 01:21:36,965][run.py][line:172][INFO] Epoch: 1, train_loss: 1.4295, train_acc: 45.09, train_fscore: 36.29, valid_loss: 2.0389, valid_acc: 38.47, valid_fscore: 30.66, test_loss: 2.0821, test_acc: 37.73, test_fscore: 29.02, time: 5.01 sec
[2022-06-11 01:21:40,418][run.py][line:172][INFO] Epoch: 2, train_loss: 1.0634, train_acc: 63.62, train_fscore: 56.18, valid_loss: 2.024, valid_acc: 39.36, valid_fscore: 35.18, test_loss: 1.9355, test_acc: 39.76, test_fscore: 34.53, time: 3.45 sec
[2022-06-11 01:21:45,504][run.py][line:172][INFO] Epoch: 3, train_loss: 0.9449, train_acc: 71.61, train_fscore: 69.49, valid_loss: 1.9222, valid_acc: 39.88, valid_fscore: 39.24, test_loss: 1.9017, test_acc: 39.61, test_fscore: 38.54, time: 5.09 sec
[2022-06-11 01:21:51,491][run.py][line:172][INFO] Epoch: 4, train_loss: 0.8916, train_acc: 73.46, train_fscore: 72.08, valid_loss: 2.0511, valid_acc: 40.25, valid_fscore: 39.8, test_loss: 1.991, test_acc: 39.38, test_fscore: 38.37, time: 5.99 sec
[2022-06-11 01:21:57,271][run.py][line:172][INFO] Epoch: 5, train_loss: 0.8731, train_acc: 74.03, train_fscore: 73.07, valid_loss: 2.0324, valid_acc: 39.43, valid_fscore: 37.99, test_loss: 2.0885, test_acc: 39.46, test_fscore: 37.73, time: 5.78 sec
[2022-06-11 01:22:01,682][run.py][line:172][INFO] Epoch: 6, train_loss: 0.8692, train_acc: 74.29, train_fscore: 73.49, valid_loss: 1.908, valid_acc: 39.21, valid_fscore: 38.26, test_loss: 1.9116, test_acc: 39.16, test_fscore: 37.65, time: 4.41 sec
[2022-06-11 01:22:05,756][run.py][line:172][INFO] Epoch: 7, train_loss: 0.8563, train_acc: 74.46, train_fscore: 73.6, valid_loss: 2.0083, valid_acc: 38.99, valid_fscore: 39.12, test_loss: 1.9471, test_acc: 39.16, test_fscore: 38.56, time: 4.07 sec
[2022-06-11 01:22:11,955][run.py][line:172][INFO] Epoch: 8, train_loss: 0.8494, train_acc: 74.88, train_fscore: 74.08, valid_loss: 1.9448, valid_acc: 39.06, valid_fscore: 39.12, test_loss: 1.8546, test_acc: 38.93, test_fscore: 38.32, time: 6.2 sec
[2022-06-11 01:22:15,739][run.py][line:172][INFO] Epoch: 9, train_loss: 0.83, train_acc: 75.2, train_fscore: 74.31, valid_loss: 2.051, valid_acc: 38.62, valid_fscore: 38.48, test_loss: 1.9768, test_acc: 39.16, test_fscore: 38.24, time: 3.78 sec
[2022-06-11 01:22:19,945][run.py][line:172][INFO] Epoch: 10, train_loss: 0.8114, train_acc: 75.69, train_fscore: 75.04, valid_loss: 2.1294, valid_acc: 40.03, valid_fscore: 39.1, test_loss: 1.9719, test_acc: 39.83, test_fscore: 38.52, time: 4.21 sec
[2022-06-11 01:22:26,030][run.py][line:172][INFO] Epoch: 11, train_loss: 0.7902, train_acc: 76.14, train_fscore: 75.44, valid_loss: 2.1548, valid_acc: 39.66, valid_fscore: 38.56, test_loss: 2.0887, test_acc: 39.98, test_fscore: 38.22, time: 6.08 sec
[2022-06-11 01:22:31,937][run.py][line:172][INFO] Epoch: 12, train_loss: 0.7693, train_acc: 76.81, train_fscore: 76.12, valid_loss: 2.1471, valid_acc: 38.84, valid_fscore: 38.36, test_loss: 2.1089, test_acc: 38.86, test_fscore: 37.8, time: 5.91 sec
[2022-06-11 01:22:38,038][run.py][line:172][INFO] Epoch: 13, train_loss: 0.7598, train_acc: 76.83, train_fscore: 76.17, valid_loss: 2.0489, valid_acc: 37.95, valid_fscore: 38.34, test_loss: 2.0545, test_acc: 38.93, test_fscore: 38.44, time: 6.1 sec
[2022-06-11 01:22:44,440][run.py][line:172][INFO] Epoch: 14, train_loss: 0.7382, train_acc: 77.77, train_fscore: 77.27, valid_loss: 2.0838, valid_acc: 37.35, valid_fscore: 36.78, test_loss: 1.9812, test_acc: 40.06, test_fscore: 38.5, time: 6.4 sec
[2022-06-11 01:22:49,216][run.py][line:172][INFO] Epoch: 15, train_loss: 0.7122, train_acc: 78.14, train_fscore: 77.61, valid_loss: 2.1701, valid_acc: 39.36, valid_fscore: 38.31, test_loss: 2.1062, test_acc: 39.98, test_fscore: 37.85, time: 4.78 sec
[2022-06-11 01:22:52,674][run.py][line:172][INFO] Epoch: 16, train_loss: 0.678, train_acc: 79.53, train_fscore: 79.07, valid_loss: 2.3958, valid_acc: 38.02, valid_fscore: 37.85, test_loss: 2.3147, test_acc: 39.16, test_fscore: 38.05, time: 3.46 sec
[2022-06-11 01:22:56,547][run.py][line:172][INFO] Epoch: 17, train_loss: 0.6496, train_acc: 80.25, train_fscore: 79.86, valid_loss: 2.443, valid_acc: 37.65, valid_fscore: 37.23, test_loss: 2.4718, test_acc: 38.93, test_fscore: 37.52, time: 3.87 sec
[2022-06-11 01:23:03,031][run.py][line:172][INFO] Epoch: 18, train_loss: 0.623, train_acc: 81.3, train_fscore: 80.89, valid_loss: 2.252, valid_acc: 38.39, valid_fscore: 38.05, test_loss: 2.2844, test_acc: 38.25, test_fscore: 37.13, time: 6.48 sec
[2022-06-11 01:23:09,289][run.py][line:172][INFO] Epoch: 19, train_loss: 0.5872, train_acc: 81.8, train_fscore: 81.46, valid_loss: 2.291, valid_acc: 38.54, valid_fscore: 37.94, test_loss: 2.3686, test_acc: 39.31, test_fscore: 37.67, time: 6.26 sec
[2022-06-11 01:23:15,565][run.py][line:172][INFO] Epoch: 20, train_loss: 0.5804, train_acc: 82.24, train_fscore: 81.91, valid_loss: 2.4299, valid_acc: 37.43, valid_fscore: 36.72, test_loss: 2.4997, test_acc: 38.1, test_fscore: 36.35, time: 6.28 sec
[2022-06-11 01:23:19,188][run.py][line:172][INFO] Epoch: 21, train_loss: 0.5225, train_acc: 83.96, train_fscore: 83.7, valid_loss: 2.5744, valid_acc: 36.53, valid_fscore: 36.99, test_loss: 2.558, test_acc: 38.25, test_fscore: 38.07, time: 3.62 sec
[2022-06-11 01:23:23,290][run.py][line:172][INFO] Epoch: 22, train_loss: 0.4952, train_acc: 84.75, train_fscore: 84.52, valid_loss: 2.5834, valid_acc: 37.35, valid_fscore: 36.53, test_loss: 2.6479, test_acc: 38.33, test_fscore: 36.61, time: 4.1 sec
[2022-06-11 01:23:29,739][run.py][line:172][INFO] Epoch: 23, train_loss: 0.4707, train_acc: 85.33, train_fscore: 85.09, valid_loss: 3.0801, valid_acc: 36.31, valid_fscore: 36.29, test_loss: 2.9249, test_acc: 37.35, test_fscore: 36.35, time: 6.45 sec
[2022-06-11 01:23:33,673][run.py][line:172][INFO] Epoch: 24, train_loss: 0.4432, train_acc: 86.19, train_fscore: 85.99, valid_loss: 2.9991, valid_acc: 37.95, valid_fscore: 36.98, test_loss: 2.9582, test_acc: 38.1, test_fscore: 36.61, time: 3.93 sec
[2022-06-11 01:23:36,868][run.py][line:172][INFO] Epoch: 25, train_loss: 0.4339, train_acc: 86.59, train_fscore: 86.39, valid_loss: 3.0556, valid_acc: 36.98, valid_fscore: 37.42, test_loss: 2.9527, test_acc: 38.1, test_fscore: 37.54, time: 3.2 sec
[2022-06-11 01:23:41,165][run.py][line:172][INFO] Epoch: 26, train_loss: 0.3839, train_acc: 87.94, train_fscore: 87.79, valid_loss: 3.7347, valid_acc: 35.42, valid_fscore: 35.79, test_loss: 3.5339, test_acc: 38.03, test_fscore: 37.62, time: 4.3 sec
[2022-06-11 01:23:47,596][run.py][line:172][INFO] Epoch: 27, train_loss: 0.3653, train_acc: 88.62, train_fscore: 88.5, valid_loss: 2.9566, valid_acc: 36.38, valid_fscore: 36.38, test_loss: 2.9774, test_acc: 38.86, test_fscore: 38.05, time: 6.43 sec
[2022-06-11 01:23:54,041][run.py][line:172][INFO] Epoch: 28, train_loss: 0.3487, train_acc: 89.0, train_fscore: 88.9, valid_loss: 3.564, valid_acc: 36.46, valid_fscore: 36.51, test_loss: 3.356, test_acc: 37.65, test_fscore: 36.57, time: 6.44 sec
[2022-06-11 01:24:00,049][run.py][line:172][INFO] Epoch: 29, train_loss: 0.3374, train_acc: 89.43, train_fscore: 89.33, valid_loss: 3.514, valid_acc: 37.13, valid_fscore: 36.93, test_loss: 3.5802, test_acc: 37.35, test_fscore: 36.32, time: 6.01 sec
[2022-06-11 01:24:06,135][run.py][line:172][INFO] Epoch: 30, train_loss: 0.3324, train_acc: 89.55, train_fscore: 89.44, valid_loss: 3.65, valid_acc: 35.71, valid_fscore: 35.64, test_loss: 3.5506, test_acc: 38.18, test_fscore: 37.07, time: 6.09 sec
