[2022-06-10 16:07:51,763][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 16:07:51,764][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0003, dropout=0.7, batch_size=64, epochs=60, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 16:08:02,993][run.py][line:172][INFO] Epoch: 1, train_loss: 1.8374, train_acc: 28.98, train_fscore: 15.36, valid_loss: 1.8052, valid_acc: 29.24, valid_fscore: 13.23, test_loss: 1.8783, test_acc: 26.28, test_fscore: 10.94, time: 3.43 sec
[2022-06-10 16:08:05,932][run.py][line:172][INFO] Epoch: 2, train_loss: 1.4964, train_acc: 36.71, train_fscore: 24.16, valid_loss: 1.8668, valid_acc: 31.03, valid_fscore: 22.16, test_loss: 1.8851, test_acc: 31.7, test_fscore: 21.71, time: 2.94 sec
[2022-06-10 16:08:08,770][run.py][line:172][INFO] Epoch: 3, train_loss: 1.314, train_acc: 51.44, train_fscore: 41.76, valid_loss: 1.8888, valid_acc: 37.43, valid_fscore: 30.65, test_loss: 1.8611, test_acc: 34.71, test_fscore: 27.6, time: 2.84 sec
[2022-06-10 16:08:10,225][run.py][line:172][INFO] Epoch: 4, train_loss: 1.183, train_acc: 58.19, train_fscore: 49.27, valid_loss: 1.86, valid_acc: 38.99, valid_fscore: 32.18, test_loss: 1.856, test_acc: 38.86, test_fscore: 31.23, time: 1.46 sec
[2022-06-10 16:08:12,837][run.py][line:172][INFO] Epoch: 5, train_loss: 1.1012, train_acc: 62.71, train_fscore: 54.46, valid_loss: 1.9682, valid_acc: 40.18, valid_fscore: 34.62, test_loss: 1.935, test_acc: 40.59, test_fscore: 33.46, time: 2.61 sec
[2022-06-10 16:08:14,587][run.py][line:172][INFO] Epoch: 6, train_loss: 1.0429, train_acc: 64.6, train_fscore: 56.56, valid_loss: 1.9554, valid_acc: 40.62, valid_fscore: 35.34, test_loss: 1.9193, test_acc: 40.14, test_fscore: 33.22, time: 1.75 sec
[2022-06-10 16:08:18,051][run.py][line:172][INFO] Epoch: 7, train_loss: 1.0112, train_acc: 66.28, train_fscore: 59.69, valid_loss: 1.8728, valid_acc: 40.18, valid_fscore: 36.05, test_loss: 1.8294, test_acc: 40.81, test_fscore: 35.63, time: 3.46 sec
[2022-06-10 16:08:21,624][run.py][line:172][INFO] Epoch: 8, train_loss: 0.9759, train_acc: 70.22, train_fscore: 66.47, valid_loss: 1.9445, valid_acc: 40.48, valid_fscore: 37.48, test_loss: 1.9367, test_acc: 40.21, test_fscore: 36.55, time: 3.57 sec
[2022-06-10 16:08:24,153][run.py][line:172][INFO] Epoch: 9, train_loss: 0.9685, train_acc: 71.85, train_fscore: 68.9, valid_loss: 1.8914, valid_acc: 39.06, valid_fscore: 38.0, test_loss: 1.8641, test_acc: 39.68, test_fscore: 37.76, time: 2.53 sec
[2022-06-10 16:08:25,497][run.py][line:172][INFO] Epoch: 10, train_loss: 0.9155, train_acc: 72.73, train_fscore: 70.78, valid_loss: 1.8731, valid_acc: 39.88, valid_fscore: 38.79, test_loss: 1.8325, test_acc: 39.38, test_fscore: 37.78, time: 1.34 sec
[2022-06-10 16:08:26,996][run.py][line:172][INFO] Epoch: 11, train_loss: 0.9103, train_acc: 73.3, train_fscore: 71.83, valid_loss: 1.9296, valid_acc: 39.29, valid_fscore: 38.3, test_loss: 1.8949, test_acc: 39.38, test_fscore: 37.56, time: 1.5 sec
[2022-06-10 16:08:28,693][run.py][line:172][INFO] Epoch: 12, train_loss: 0.9085, train_acc: 73.06, train_fscore: 71.27, valid_loss: 1.9251, valid_acc: 38.62, valid_fscore: 37.61, test_loss: 1.9399, test_acc: 39.38, test_fscore: 37.45, time: 1.7 sec
[2022-06-10 16:08:31,268][run.py][line:172][INFO] Epoch: 13, train_loss: 0.908, train_acc: 73.28, train_fscore: 71.33, valid_loss: 1.9223, valid_acc: 40.03, valid_fscore: 39.07, test_loss: 1.8706, test_acc: 40.14, test_fscore: 38.55, time: 2.57 sec
[2022-06-10 16:08:34,921][run.py][line:172][INFO] Epoch: 14, train_loss: 0.8925, train_acc: 73.79, train_fscore: 72.69, valid_loss: 1.9082, valid_acc: 39.73, valid_fscore: 38.71, test_loss: 1.9065, test_acc: 39.91, test_fscore: 38.47, time: 3.65 sec
[2022-06-10 16:08:37,056][run.py][line:172][INFO] Epoch: 15, train_loss: 0.8945, train_acc: 74.08, train_fscore: 72.91, valid_loss: 2.0293, valid_acc: 38.39, valid_fscore: 38.18, test_loss: 1.9858, test_acc: 39.01, test_fscore: 37.79, time: 2.13 sec
[2022-06-10 16:08:38,601][run.py][line:172][INFO] Epoch: 16, train_loss: 0.8539, train_acc: 73.89, train_fscore: 72.82, valid_loss: 1.9222, valid_acc: 40.77, valid_fscore: 39.94, test_loss: 1.911, test_acc: 39.76, test_fscore: 38.45, time: 1.54 sec
[2022-06-10 16:08:40,009][run.py][line:172][INFO] Epoch: 17, train_loss: 0.8577, train_acc: 74.62, train_fscore: 73.39, valid_loss: 1.9392, valid_acc: 39.58, valid_fscore: 38.93, test_loss: 1.9054, test_acc: 39.61, test_fscore: 38.55, time: 1.41 sec
[2022-06-10 16:08:41,447][run.py][line:172][INFO] Epoch: 18, train_loss: 0.8609, train_acc: 74.31, train_fscore: 73.17, valid_loss: 1.9944, valid_acc: 40.4, valid_fscore: 39.72, test_loss: 1.9333, test_acc: 39.61, test_fscore: 38.44, time: 1.44 sec
[2022-06-10 16:08:43,006][run.py][line:172][INFO] Epoch: 19, train_loss: 0.8487, train_acc: 74.82, train_fscore: 73.61, valid_loss: 2.0004, valid_acc: 39.88, valid_fscore: 39.1, test_loss: 1.9191, test_acc: 39.68, test_fscore: 38.15, time: 1.56 sec
[2022-06-10 16:08:44,307][run.py][line:172][INFO] Epoch: 20, train_loss: 0.846, train_acc: 74.94, train_fscore: 73.97, valid_loss: 2.0039, valid_acc: 39.29, valid_fscore: 38.99, test_loss: 1.9399, test_acc: 40.06, test_fscore: 39.16, time: 1.3 sec
[2022-06-10 16:08:47,156][run.py][line:172][INFO] Epoch: 21, train_loss: 0.8318, train_acc: 75.09, train_fscore: 74.2, valid_loss: 2.11, valid_acc: 39.36, valid_fscore: 38.85, test_loss: 2.038, test_acc: 38.78, test_fscore: 37.82, time: 2.85 sec
[2022-06-10 16:08:50,591][run.py][line:172][INFO] Epoch: 22, train_loss: 0.8399, train_acc: 74.89, train_fscore: 74.07, valid_loss: 1.9469, valid_acc: 40.1, valid_fscore: 39.02, test_loss: 1.8959, test_acc: 39.68, test_fscore: 37.77, time: 3.43 sec
[2022-06-10 16:08:54,229][run.py][line:172][INFO] Epoch: 23, train_loss: 0.8212, train_acc: 75.2, train_fscore: 73.81, valid_loss: 1.9363, valid_acc: 39.66, valid_fscore: 39.05, test_loss: 1.899, test_acc: 39.53, test_fscore: 38.47, time: 3.64 sec
[2022-06-10 16:08:57,737][run.py][line:172][INFO] Epoch: 24, train_loss: 0.8141, train_acc: 75.9, train_fscore: 75.01, valid_loss: 2.0045, valid_acc: 38.62, valid_fscore: 38.8, test_loss: 1.925, test_acc: 39.08, test_fscore: 38.61, time: 3.51 sec
[2022-06-10 16:08:59,505][run.py][line:172][INFO] Epoch: 25, train_loss: 0.8029, train_acc: 76.09, train_fscore: 75.16, valid_loss: 2.179, valid_acc: 37.35, valid_fscore: 37.45, test_loss: 2.1026, test_acc: 39.91, test_fscore: 39.01, time: 1.77 sec
[2022-06-10 16:09:00,943][run.py][line:172][INFO] Epoch: 26, train_loss: 0.7968, train_acc: 75.92, train_fscore: 75.2, valid_loss: 2.0847, valid_acc: 39.21, valid_fscore: 38.74, test_loss: 2.0059, test_acc: 39.08, test_fscore: 37.89, time: 1.44 sec
[2022-06-10 16:09:02,388][run.py][line:172][INFO] Epoch: 27, train_loss: 0.7861, train_acc: 76.26, train_fscore: 75.61, valid_loss: 1.9881, valid_acc: 39.58, valid_fscore: 38.76, test_loss: 1.9365, test_acc: 39.53, test_fscore: 38.21, time: 1.44 sec
[2022-06-10 16:09:03,826][run.py][line:172][INFO] Epoch: 28, train_loss: 0.7872, train_acc: 77.27, train_fscore: 76.46, valid_loss: 2.1406, valid_acc: 39.14, valid_fscore: 38.37, test_loss: 2.0319, test_acc: 39.23, test_fscore: 37.75, time: 1.44 sec
[2022-06-10 16:09:05,342][run.py][line:172][INFO] Epoch: 29, train_loss: 0.7749, train_acc: 77.06, train_fscore: 76.16, valid_loss: 2.1787, valid_acc: 38.17, valid_fscore: 38.17, test_loss: 2.1276, test_acc: 39.08, test_fscore: 38.34, time: 1.52 sec
[2022-06-10 16:09:06,882][run.py][line:172][INFO] Epoch: 30, train_loss: 0.7444, train_acc: 77.63, train_fscore: 77.06, valid_loss: 2.2026, valid_acc: 38.91, valid_fscore: 37.92, test_loss: 2.1441, test_acc: 40.06, test_fscore: 38.36, time: 1.54 sec
[2022-06-10 16:09:10,351][run.py][line:172][INFO] Epoch: 31, train_loss: 0.7406, train_acc: 77.63, train_fscore: 76.8, valid_loss: 2.1492, valid_acc: 38.62, valid_fscore: 38.19, test_loss: 2.0767, test_acc: 39.38, test_fscore: 38.24, time: 3.47 sec
[2022-06-10 16:09:13,916][run.py][line:172][INFO] Epoch: 32, train_loss: 0.7291, train_acc: 78.01, train_fscore: 77.46, valid_loss: 2.2673, valid_acc: 37.95, valid_fscore: 37.15, test_loss: 2.1205, test_acc: 39.68, test_fscore: 37.71, time: 3.57 sec
[2022-06-10 16:09:16,844][run.py][line:172][INFO] Epoch: 33, train_loss: 0.723, train_acc: 78.46, train_fscore: 77.71, valid_loss: 2.2268, valid_acc: 37.8, valid_fscore: 37.74, test_loss: 2.1559, test_acc: 39.08, test_fscore: 38.14, time: 2.93 sec
