[2022-06-10 15:31:07,267][run.py][line:117][INFO] start training on GPU 0!
[2022-06-10 15:31:07,268][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=0.0006, dropout=0.5, batch_size=64, epochs=50, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-10 15:31:17,449][run.py][line:172][INFO] Epoch: 1, train_loss: 1.7272, train_acc: 30.87, train_fscore: 18.74, valid_loss: 2.022, valid_acc: 31.25, valid_fscore: 22.35, test_loss: 2.0687, test_acc: 33.06, test_fscore: 22.18, time: 3.22 sec
[2022-06-10 15:31:20,000][run.py][line:172][INFO] Epoch: 2, train_loss: 1.2919, train_acc: 51.6, train_fscore: 43.56, valid_loss: 1.9318, valid_acc: 38.91, valid_fscore: 32.22, test_loss: 1.9494, test_acc: 37.12, test_fscore: 29.59, time: 2.55 sec
[2022-06-10 15:31:23,885][run.py][line:172][INFO] Epoch: 3, train_loss: 1.1564, train_acc: 59.8, train_fscore: 50.9, valid_loss: 1.8506, valid_acc: 39.73, valid_fscore: 34.37, test_loss: 1.8161, test_acc: 39.46, test_fscore: 32.71, time: 3.89 sec
[2022-06-10 15:31:27,832][run.py][line:172][INFO] Epoch: 4, train_loss: 1.0445, train_acc: 64.99, train_fscore: 56.97, valid_loss: 1.9712, valid_acc: 40.18, valid_fscore: 35.02, test_loss: 1.9283, test_acc: 39.46, test_fscore: 32.64, time: 3.95 sec
[2022-06-10 15:31:31,351][run.py][line:172][INFO] Epoch: 5, train_loss: 0.9796, train_acc: 68.8, train_fscore: 64.23, valid_loss: 2.2191, valid_acc: 40.03, valid_fscore: 37.11, test_loss: 2.1125, test_acc: 40.29, test_fscore: 36.49, time: 3.52 sec
[2022-06-10 15:31:33,128][run.py][line:172][INFO] Epoch: 6, train_loss: 0.9372, train_acc: 72.01, train_fscore: 69.32, valid_loss: 2.0156, valid_acc: 41.22, valid_fscore: 38.9, test_loss: 1.9706, test_acc: 39.98, test_fscore: 36.99, time: 1.78 sec
[2022-06-10 15:31:36,260][run.py][line:172][INFO] Epoch: 7, train_loss: 0.9083, train_acc: 72.72, train_fscore: 70.23, valid_loss: 1.9553, valid_acc: 40.1, valid_fscore: 38.65, test_loss: 1.9192, test_acc: 39.31, test_fscore: 36.96, time: 3.13 sec
[2022-06-10 15:31:39,752][run.py][line:172][INFO] Epoch: 8, train_loss: 0.8984, train_acc: 73.17, train_fscore: 71.21, valid_loss: 1.9295, valid_acc: 40.85, valid_fscore: 39.09, test_loss: 1.9206, test_acc: 39.98, test_fscore: 37.14, time: 3.49 sec
[2022-06-10 15:31:43,316][run.py][line:172][INFO] Epoch: 9, train_loss: 0.8853, train_acc: 73.89, train_fscore: 71.72, valid_loss: 1.8594, valid_acc: 39.58, valid_fscore: 39.5, test_loss: 1.8513, test_acc: 39.23, test_fscore: 38.37, time: 3.56 sec
[2022-06-10 15:31:46,843][run.py][line:172][INFO] Epoch: 10, train_loss: 0.8589, train_acc: 73.64, train_fscore: 72.49, valid_loss: 1.9906, valid_acc: 40.85, valid_fscore: 40.04, test_loss: 1.9519, test_acc: 39.76, test_fscore: 38.29, time: 3.53 sec
[2022-06-10 15:31:48,863][run.py][line:172][INFO] Epoch: 11, train_loss: 0.8591, train_acc: 74.32, train_fscore: 73.23, valid_loss: 2.0376, valid_acc: 39.73, valid_fscore: 39.38, test_loss: 1.9655, test_acc: 40.36, test_fscore: 39.31, time: 2.02 sec
[2022-06-10 15:31:50,393][run.py][line:172][INFO] Epoch: 12, train_loss: 0.8459, train_acc: 74.32, train_fscore: 72.86, valid_loss: 2.009, valid_acc: 39.66, valid_fscore: 39.55, test_loss: 1.9518, test_acc: 39.46, test_fscore: 38.84, time: 1.53 sec
[2022-06-10 15:31:51,735][run.py][line:172][INFO] Epoch: 13, train_loss: 0.8439, train_acc: 74.86, train_fscore: 73.75, valid_loss: 2.0523, valid_acc: 39.43, valid_fscore: 38.6, test_loss: 1.9822, test_acc: 39.16, test_fscore: 37.5, time: 1.34 sec
[2022-06-10 15:31:52,963][run.py][line:172][INFO] Epoch: 14, train_loss: 0.8362, train_acc: 74.7, train_fscore: 73.87, valid_loss: 2.0056, valid_acc: 38.91, valid_fscore: 37.65, test_loss: 2.0035, test_acc: 40.89, test_fscore: 38.54, time: 1.23 sec
[2022-06-10 15:31:54,348][run.py][line:172][INFO] Epoch: 15, train_loss: 0.8297, train_acc: 75.3, train_fscore: 74.44, valid_loss: 2.0625, valid_acc: 36.98, valid_fscore: 37.52, test_loss: 1.9686, test_acc: 39.31, test_fscore: 38.7, time: 1.38 sec
[2022-06-10 15:31:55,998][run.py][line:172][INFO] Epoch: 16, train_loss: 0.7865, train_acc: 75.81, train_fscore: 75.03, valid_loss: 2.0546, valid_acc: 39.43, valid_fscore: 38.97, test_loss: 2.0045, test_acc: 40.36, test_fscore: 38.96, time: 1.65 sec
[2022-06-10 15:31:57,304][run.py][line:172][INFO] Epoch: 17, train_loss: 0.7788, train_acc: 76.39, train_fscore: 75.6, valid_loss: 2.1023, valid_acc: 38.69, valid_fscore: 38.16, test_loss: 2.0767, test_acc: 38.63, test_fscore: 37.28, time: 1.31 sec
[2022-06-10 15:31:58,766][run.py][line:172][INFO] Epoch: 18, train_loss: 0.7838, train_acc: 76.48, train_fscore: 75.67, valid_loss: 2.23, valid_acc: 40.33, valid_fscore: 38.97, test_loss: 2.1699, test_acc: 40.06, test_fscore: 37.88, time: 1.46 sec
[2022-06-10 15:32:00,126][run.py][line:172][INFO] Epoch: 19, train_loss: 0.7654, train_acc: 76.88, train_fscore: 75.63, valid_loss: 2.2264, valid_acc: 38.24, valid_fscore: 38.28, test_loss: 2.1302, test_acc: 40.21, test_fscore: 39.46, time: 1.36 sec
[2022-06-10 15:32:01,305][run.py][line:172][INFO] Epoch: 20, train_loss: 0.7658, train_acc: 77.24, train_fscore: 76.59, valid_loss: 2.0765, valid_acc: 38.54, valid_fscore: 38.07, test_loss: 2.0286, test_acc: 39.76, test_fscore: 38.48, time: 1.18 sec
[2022-06-10 15:32:02,534][run.py][line:172][INFO] Epoch: 21, train_loss: 0.7365, train_acc: 77.8, train_fscore: 77.18, valid_loss: 2.0749, valid_acc: 38.91, valid_fscore: 38.12, test_loss: 2.0407, test_acc: 39.68, test_fscore: 38.24, time: 1.23 sec
[2022-06-10 15:32:03,894][run.py][line:172][INFO] Epoch: 22, train_loss: 0.709, train_acc: 78.56, train_fscore: 77.96, valid_loss: 2.1073, valid_acc: 39.14, valid_fscore: 38.13, test_loss: 2.0366, test_acc: 39.83, test_fscore: 37.89, time: 1.36 sec
[2022-06-10 15:32:05,299][run.py][line:172][INFO] Epoch: 23, train_loss: 0.6798, train_acc: 79.13, train_fscore: 78.45, valid_loss: 2.177, valid_acc: 38.62, valid_fscore: 38.62, test_loss: 2.1723, test_acc: 38.55, test_fscore: 37.65, time: 1.4 sec
[2022-06-10 15:32:06,649][run.py][line:172][INFO] Epoch: 24, train_loss: 0.6777, train_acc: 79.79, train_fscore: 79.32, valid_loss: 2.2167, valid_acc: 36.61, valid_fscore: 37.21, test_loss: 2.1582, test_acc: 37.35, test_fscore: 36.78, time: 1.35 sec
[2022-06-10 15:32:08,056][run.py][line:172][INFO] Epoch: 25, train_loss: 0.6443, train_acc: 80.63, train_fscore: 80.18, valid_loss: 2.416, valid_acc: 37.13, valid_fscore: 37.09, test_loss: 2.3539, test_acc: 38.7, test_fscore: 37.79, time: 1.41 sec
[2022-06-10 15:32:09,628][run.py][line:172][INFO] Epoch: 26, train_loss: 0.6237, train_acc: 80.88, train_fscore: 80.47, valid_loss: 2.3905, valid_acc: 37.72, valid_fscore: 37.3, test_loss: 2.3086, test_acc: 39.23, test_fscore: 38.14, time: 1.57 sec
[2022-06-10 15:32:11,058][run.py][line:172][INFO] Epoch: 27, train_loss: 0.5874, train_acc: 82.32, train_fscore: 81.96, valid_loss: 2.3911, valid_acc: 37.65, valid_fscore: 37.2, test_loss: 2.4007, test_acc: 37.8, test_fscore: 36.02, time: 1.43 sec
[2022-06-10 15:32:13,645][run.py][line:172][INFO] Epoch: 28, train_loss: 0.5908, train_acc: 82.45, train_fscore: 82.06, valid_loss: 2.4709, valid_acc: 37.2, valid_fscore: 37.16, test_loss: 2.3734, test_acc: 38.78, test_fscore: 37.43, time: 2.59 sec
[2022-06-10 15:32:15,084][run.py][line:172][INFO] Epoch: 29, train_loss: 0.5727, train_acc: 82.86, train_fscore: 82.5, valid_loss: 2.4124, valid_acc: 36.46, valid_fscore: 36.54, test_loss: 2.3637, test_acc: 37.42, test_fscore: 36.52, time: 1.44 sec
[2022-06-10 15:32:16,468][run.py][line:172][INFO] Epoch: 30, train_loss: 0.5569, train_acc: 82.76, train_fscore: 82.43, valid_loss: 2.5713, valid_acc: 37.35, valid_fscore: 36.48, test_loss: 2.5335, test_acc: 38.63, test_fscore: 36.77, time: 1.38 sec
[2022-06-10 15:32:17,875][run.py][line:172][INFO] Epoch: 31, train_loss: 0.54, train_acc: 83.41, train_fscore: 83.03, valid_loss: 2.599, valid_acc: 35.86, valid_fscore: 36.23, test_loss: 2.5168, test_acc: 38.03, test_fscore: 37.42, time: 1.41 sec
[2022-06-10 15:32:19,312][run.py][line:172][INFO] Epoch: 32, train_loss: 0.5074, train_acc: 84.85, train_fscore: 84.57, valid_loss: 2.7961, valid_acc: 36.38, valid_fscore: 36.16, test_loss: 2.6841, test_acc: 37.58, test_fscore: 36.6, time: 1.44 sec
[2022-06-10 15:32:20,659][run.py][line:172][INFO] Epoch: 33, train_loss: 0.4784, train_acc: 85.44, train_fscore: 85.19, valid_loss: 2.9279, valid_acc: 35.19, valid_fscore: 36.07, test_loss: 2.795, test_acc: 36.6, test_fscore: 36.45, time: 1.35 sec
[2022-06-10 15:32:22,001][run.py][line:172][INFO] Epoch: 34, train_loss: 0.44, train_acc: 86.38, train_fscore: 86.14, valid_loss: 3.0507, valid_acc: 35.42, valid_fscore: 36.05, test_loss: 2.9731, test_acc: 37.65, test_fscore: 37.35, time: 1.34 sec
[2022-06-10 15:32:23,282][run.py][line:172][INFO] Epoch: 35, train_loss: 0.4385, train_acc: 87.08, train_fscore: 86.91, valid_loss: 3.0178, valid_acc: 36.01, valid_fscore: 36.46, test_loss: 2.9788, test_acc: 37.58, test_fscore: 37.13, time: 1.28 sec
[2022-06-10 15:32:24,708][run.py][line:172][INFO] Epoch: 36, train_loss: 0.4038, train_acc: 87.9, train_fscore: 87.71, valid_loss: 3.2461, valid_acc: 34.23, valid_fscore: 34.97, test_loss: 2.9371, test_acc: 38.03, test_fscore: 37.67, time: 1.43 sec
